cityid,hotelname,locality,starrating,rent,freebreakfast,freewifi,pincode,hasswimmingpool,hoteldescription
458,The Gordon House Hotel,"10 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",4,9547,t,t,400039,f,Luxury hotel with 2 restaurants
458,The Mirador,"131 / B, New Link Road, Chakala, Andheri (East), Mumbai, Maharashtra, 400 099 India",4,5625,f,t,400099,f,"4-star hotel in Mumbai Suburban District with restaurant, 24-hour fitness "
458,The Paradise by Tunga,"P 16 Midc Central Road Andheri, Mumbai, Maharashtra, 400093 India",3.5,3826,t,t,400093,f,3.5-star Mumbai hotel with 2 restaurants 
458,The Regenza by Tunga,"Plot No 37 Sector 30 A Vashi, Navi Mumbai, Maharashtra",4.5,5438,f,t,400703,t,"Suburban hotel in Vashi with 2 restaurants, spa"
458,The Residence Hotel & Apartments,"Saki Vihar Road, Near Nitie, Powai, Mumbai, Maharashtra, 400087 India",3.5,4502,f,t,400087,t,"Suburban hotel with spa, near Powai Lake"
458,The Resort,"11, Madh Marve Road, Aksa Beach, Malad (W), Mumbai, Maharashtra",3.5,11624,t,t,400095,t,Beachfront hotel in Mumbai with outdoor pool
458,The Retreat Hotel & Convention Centre,"Erangal Beach, Madh Marve Road, Mumbai, Maharashtra, 400 061 India",4,6224,t,f,400061,t,"Mumbai beachfront resort with 2 restaurants, outdoor pool "
458,The Taj Mahal Palace,"Apollo Bunder, Mumbai, Maharashtra",5,13507,t,t,400001,t,Luxury hotel with 10 restaurants
458,The Taj Mahal Palace Mumbai,"Apollo Bunder, Mumbai, Maharashtra",5,15128,f,t,400001,t,"Luxury hotel with 10 restaurants, near Gateway of India"
458,Treebo Garden,"42 Garden Road, Colaba, Mumbai, Maharashtra",3,6629,t,t,400001,f,3-star hotel with restaurant
458,Treebo Metropolis,"Next to Seven Hills Hospital, Marol, Andheri East, Mumbai, 400059 India",3.5,4096,t,t,400059,f,"3.5-star hotel with restaurant, near Powai Lake "
458,Trident Bandra Kurla Mumbai,"C-56, G Block, Bandra Kurla Complex, Mumbai, Maharashtra, 400 051 India",5,8994,f,t,400051,t,"Suburban hotel in Mumbai Suburban District with 3 restaurants, spa"
458,Vivanta by Taj,"90 Cuffe Parade, Colaba, Mumbai, Maharashtra",5,10864,f,t,400005,t,Luxury hotel with spa
471,Aishwarya Suites,"3844/3, Near KSRTC Bus depot, New Bamboo Bazaar Road, Highway Circle",3,1831,f,t,570015,f,No-frills hotel in Mysore
471,Casa Clarks INN Mysore,"1/3 KB Arcade Hunsur Road, Padavarahali Signal",3,2508,t,t,570012,f,3-star Mysore hotel with restaurant
471,Country Inn & Suites By Carlson Mysore,"345/A, Hebbal Area",4,5459,t,t,570016,t,4 star hotel near Basappa Memorial hospital
471,FabHotel Dawn Mysore,"No 15, Beside JSS Dental College, Mysore Bangalore Rd, Bannimantap",3,2405,t,t,570015,f,3-star Mysore hotel with restaurant
471,FabHotel Olive Comfort,"615, New Sayyaji Rao Road, Near Old RMC Circle",3,2181,t,t,570021,f,3-star Mysore resort with restaurant
471,Fortune JP Palace,"No.3, Abba Road, Nazarbad",4,6305,t,t,570007,t,4 star hotel at the heart of the city
471,Ginger Mysore,"Near Nazarabad Police Station, Vasant Mahal Road, Opp Vasant Mahal, Mysore, Karnataka,",3,3553,t,t,570010,f,3 star hotel near mysore zoo
471,Hotel Le Ruchi the Prince,"#986/625, Mysore-Hunsur Main Road, Opp- Nissan car showroom, Hinkal",4,5305,t,t,570017,t,"4-star hotel in Mysore with 2 restaurants, spa"
471,Hotel Luciya International,"771, Urs Complex, Near Prabha Theatre, Sardar Patel Road",3,1166,f,t,570001,f,Comfortable Mysore guestrooms with kitchens
471,Hotel Paradise,"No. 104, Vivekananda Road, Yadavagiri",3,1900,t,t,570020,f,3-star Mysore hotel with restaurant
471,OYO Premium Mysore Railway Station,"2249/1, New No.10,10/1, Devaraj Mohalla, Jhansi Lakshmi Bai Cross Road",3,4773,t,t,570001,f,"Free continental breakfast, free WiFi, and free parking"
471,OYO Rooms Mysore MG Road,"65, MG Road, Opp. JSS Hospital",3,3235,t,t,570004,f,3-star Mysore hotel with conference center
471,Olive Residency,"783/3 229/4 Mahajana Layout, Abhishek Road Hebbal",3,2595,t,t,570017,f,Mysore award-winning hotel with restaurant
471,Royal Orchid Metropole Mysore,"No. 5, Jhansi Lakshmibai Road",3.5,8225,t,t,570005,t,"3.5-star hotel in Mysore with outdoor pool, restaurant"
471,Southern Star,13-14 Vinobha Road,3,5149,t,t,570005,t,3 star hotel near folklore museum
471,Suvarna Residency,"1015, Udayaravi Road, Kuvempunagar",3,1315,t,t,570023,f,"Luxury hotel in Mysore with restaurant, conference center"
471,The viceroy comforts,"770/5, F-25, Ramanuja Road, Annex Rajendra, Kalamandhira",3,1574,t,t,570004,f,City-center Mysore hotel with restaurant
471,Treebo Golden Castle,"3615/1 Sayyaji Rao Road, Mysore,",2,1747,t,t,570021,f,No-frills hotel in Mysore
471,Treebo Spectrum Suites,"116,117,118, 6th Main, 3rd Cross, Jayalakshmipuram",3,2772,t,t,570012,f,3-star Mysore hotel with restaurant
471,Treebo Urban Oasis,"2761, 5th Main Road, VV Mohalla",3,2419,t,t,570002,f,No-frills Mysore hotel with restaurant
493,Alpine Club,"Ayarpatta Hills, Near Aurbindo Ashram, Barapatthar, Nainital",3,4180,f,t,263001,f,"3-star hotel in Nainital with restaurant, conference center"
493,Club Mahindra Naukuchiatal,"Village: Bohra Gaon Post, Naukuchiyatal, Uttarakhand",3,4812,f,t,263136,f,"Mountain hotel in Naukuchiyatal with restaurant, bar/lounge"
493,Hotel Arif Castles,"Mallital, Nainital, Uttarakhand",3.5,7433,t,f,263001,f,"3.5-star hotel in Nainital with spa, restaurant"
493,Le Roi,"Jim Corbett National Park, Ladua Chaur, Ramnagar, Dhikuli, Uttarakhand",3,5525,f,t,244715,t,"3-star hotel in Dhikuli with outdoor pool, restaurant"
493,Mapple Hermitage Bhimtal,"Mehragaon, Bhimtal Bhawali Road, Bhimtal, Uttarakhand",3.5,5868,f,f,263136,f,"Mountain hotel in Bhimtal with indoor pool, restaurant"
493,Nainital Bhawanipur Greens A Sterling Holidays Resort,"Bhawanipur Greens, Bhawanipur - Village, Jhokia, Bhowali Road, Nainital, Uttarakhand",3,6925,t,t,263001,f,"3-star hotel in Nainital with restaurant, children's club"
493,OYO Premium Nainital Mall Road 2,"Mall Road, Mallital, Nainital",3,3448,t,t,263001,f,3-star hotel in Nainital
493,OYO Premium Near Zoo Nainital,"Zoo Road, Tallital, Nainital",3,4153,t,t,263001,f,Nainital hotel next to shopping
493,Paatlidun Safari Lodge,"Corbett, Distt. Nanital, Bakrakot, Uttarakhand",5,13646,f,t,244715,t,"5-star hotel in Bakrakot with indoor pool, restaurant"
493,Parfait The Roar Resort,"Sawaldey, Dhela",3.5,5313,f,t,244715,f,3.5-star Nainital hotel with restaurant
493,Shervani Hilltop Nainital,"Mallital, Nainital, Uttarakhand,",3.5,9381,t,t,263001,f,"Mountain hotel in Nainital with restaurant, bar/lounge"
493,Swiss Cottage,"Swiss Hotel Compound, Mallital, Nainital, Haldwani",3,3319,t,t,263001,f,3-star Nainital hotel with restaurant
493,THE FERN HILLSIDE RESORT BHIMTAL,"69 June Estate, Nainital District, Bhimtal, Uttarakhand,",3.5,4594,t,t,263136,f,3.5-star Bhimtal hotel with restaurant
493,The Gateway Resort Corbett National Park,"Zero Garjia Dhikuli, Dhikuli, Uttarakhand,",4.5,13194,f,t,244715,t,"Luxury hotel in Dhikuli with 2 restaurants, spa"
493,The Manu Maharani,"The Grassmere Estate, Malital, Nainital, Uttarakhand",4,8438,t,t,263001,f,"4-star hotel in Nainital with spa, restaurant"
493,Treebo Cloud 7,"Hotel Cloud 7, Opposite Allahabad Bank, Near Bada Bazar, Mall Road, Nainital",3,3828,t,t,263001,f,3-star hotel in Nainital
493,V Resorts Ramgarh Cottage,"Malla Ramgarh, Ramgarh, Uttarakhand,",3,4085,t,f,263137,f,3-star hotel in Gagar
493,Vikram Vintage Inn,"Mallital, Nainital, Uttarakhand",3.5,7238,f,f,263001,f,3.5-star Nainital inn with restaurant
603,Golden Tulip Chandigarh Panchkula,"Morni Road (Near Nada Sahib Gurudwara), Panchkula, Haryana, 134109, India",4,3250,f,t,134109,t,"4-star hotel in Panchkula with spa, outdoor pool"
603,Holiday Inn Chandigarh Panchkula,"City Centre, Sector 3, Panchkula, Haryana, 134109, India",4.5,3848,f,t,134109,t,"Luxury hotel in Panchkula with 2 restaurants, spa"
603,Hotel Citi Heights,"SCO 3023-3024 Sector 22D, Opposite Kisan Bhawan, Chandigarh, Punjab, 160022 India",2.5,3344,t,t,160022,f,No-frills Chandigarh hotel with restaurant
603,Hotel City Plaza 10,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1215,f,t,160053,f,No-frills hotel in Mohali
603,Hotel City Plaza 3,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1215,f,t,160053,f,No-frills hotel in Mohali
603,Hotel City Plaza 4,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1215,f,t,160053,f,No-frills hotel in Mohali
603,Hotel City Plaza 5,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1350,f,t,160053,f,No-frills hotel in Mohali
603,Hotel City Plaza 6,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1350,f,t,160053,f,No-frills hotel in Mohali
603,Hotel City Plaza 7,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1350,f,t,160053,f,No-frills hotel in Mohali
603,Hotel City Plaza 8,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1350,f,t,160053,f,No-frills hotel in Mohali
603,Hotel City Plaza 9,"SCF- 4 Sector- 53 (Phase-3A), SAS Nagar, Mohali, Punjab, 160053 India",2.5,1215,f,t,160053,f,No-frills hotel in Mohali
603,OYO Rooms Opposite K Area Zirakpur 1,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,1617,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Opposite K Area Zirakpur 2,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,1617,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Opposite K Area Zirakpur 3,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,1617,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Opposite K Area Zirakpur 4,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,1660,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Opposite K Area Zirakpur 5,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,1660,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Opposite K Area Zirakpur 6,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,4870,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Opposite K Area Zirakpur 7,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,4150,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Opposite K Area Zirakpur 8,"Kalka Highway, Baltana, Panchkula, Haryana, 140603, India",3,4150,t,t,140603,f,3-star hotel in Panchkula
603,OYO Rooms Panchkula Sector 10,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,2873,t,t,134114,f,Panchkula hotel next to shopping
603,OYO Rooms Panchkula Sector 11,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,2873,t,t,134114,f,Panchkula hotel next to shopping
603,OYO Rooms Panchkula Sector 4,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,1830,t,t,134114,f,Panchkula hotel next to shopping
603,OYO Rooms Panchkula Sector 5,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,1830,t,t,134114,f,Panchkula hotel next to shopping
603,OYO Rooms Panchkula Sector 6,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,2299,t,t,134114,f,Panchkula hotel next to shopping
603,OYO Rooms Panchkula Sector 7,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,2043,t,t,134114,f,Panchkula hotel next to shopping
603,OYO Rooms Panchkula Sector 8,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,2043,t,t,134114,f,Panchkula hotel next to shopping
603,OYO Rooms Panchkula Sector 9,"Mansa Devi Complex, Sec 4, Panchkula, 134114, India",3,2873,t,t,134114,f,Panchkula hotel next to shopping
603,The Golden Plaza Hotel & Spa,"Paras Downtown Square Mall, Zirakpur, Punjab, 140603, India",3.5,3004,t,t,140603,f,"Art Deco hotel in Zirakpur with spa, restaurant"
603,Treebo Western Court Panchkula,"Site No. 2, Sector 10, Haryana, Panchkula, Chandigarh, 134110 India",3,2780,t,t,134110,f,"3-star hotel in Panchkula with restaurant, bar/lounge"
702,14 Square Amanora,"Amanora Town, Tower No.6, Hadapsar, Pune, Maharashtra, India",2,2235,t,t,411028,f,No-frills Pune apartment with kitchenette
702,14 Square Serviced Apartments Magarpatta,"Plot no 25, Gulmohar, Bhosle Nagar, Hadapsar, Pune, Maharashtra, India",2,1975,t,t,411028,f,"Pune apartment with kitchenette, balcony"
702,AR Suites Fontana Bay,"Plot No 15 Road No 2 Central Avenue, Kalyani Nagar, Pune, Maharashtra, 411006, India",3.5,4100,t,t,411006,f,City-center Pune hotel with restaurant
702,Amigo Serviced Apartments - Baner,"Plot No.-23,Survey No-87, Behind Ganraj Mangal Karyalya, Baner, Pune, Maharashtra, India",2,2129,t,t,411027,f,No-frills apartment in Baner
702,Citrus Pimpri - Pune,"Old Mumbai Pune Highway, Kamala, Crossroads, Opposite PCMC,PIMPRI, Pimpri - Chinchwad, Maharashtra",3.5,4838,t,t,411018,t,"Suburban hotel in Kasarwadi with outdoor pool, pool bar"
702,Conrad Pune,"7 Mangaldas Road,,Pune,Maharashtra,India",5,6052,f,t,411001,t,"Luxury hotel in Koregaon Park with 6 restaurants, spa"
702,"Courtyard by Mariott, Pune","S. No 19 and 20, P4 Rajiv Gandhi Infotech Park, Hinjawadi",4,5375,f,t,411057,t,"4-star hotel in Hinjawadi with 3 restaurants, outdoor pool"
702,Crowne Plaza Pune City Centre,"C.T.S. No. 37 & 37/1, Bund Garden Road, Next to Jehangir Hospital, Pune, Maharashtra, 411001 India",4,5747,t,t,411001,t,"4-star hotel in Koregaon Park with outdoor pool, bar/lounge"
702,Doubletree by Hilton,"C32 Tata Moto  Road, Pimpri - Chinchwad, Maharashtra",4.5,3717,f,t,411019,t,"Luxury hotel in Pimpri - Chinchwad with 3 restaurants, 2 ba /lounges"
702,FabHotel Blossoms Pune Airport,"Plot No. 96, Sakore Nagar, Pune, Maharashtra, 411014 India",3,2200,t,t,411014,f,3-star hotel in Pune
702,FabHotel Lotus Koregaon Park,"Lane No. 5, Off Bund Garden Junction, Koregaon Park, Pune, Maharashtra",3,3225,f,t,411001,f,FabHotel Lotus Koregaon Park - Hotels.com India
702,Fortune Inn Exotica Hinjawadi,"S. No. 21, Plot No. 3/2, Rajiv Gandhi, Infotech Park, Phase I, Hinjawadi, Maharashtra",4,3838,t,t,411057,f,"4-star hotel in Hinjawadi with restaurant, bar/lounge"
702,Holiday Inn Pune Hinjewadi,"Hinjewadi, Pune Bangalore Highway, Pune, Maharashtra, 411045 India",4,4063,t,t,411045,t,"4-star hotel in Pune with outdoor pool, restaurant"
702,Hotel Aurora Towe ,"10 Moledina Road, Pune, Maharashtra, 411001, India",4,5124,f,t,411001,t,"4-star hotel in Central Pune with outdoor pool, restaurant"
702,Hotel Bhooshan,"1170/7 Revenue Colony, Shivajinaga, Pune, Maharashtra, 411005, India",2.5,2274,t,t,411005,f,No-frills Pune guestrooms with balconies
702,Hotel Executive Residency,"294 Koregaon Park, N Main Road,Lane No.A, Adjacent Lane Of Hotel �O�, Pune, Maharashtra, 411001 India",3,3312,t,t,411001,f,3-Star hotel in Pune
702,Hotel FORMULE1 Pune Hinjewadi,"Survey No 9 2, Rajiv Gandhi, Infotech Park, Hinjawadi, Maharashtra",3.5,1943,t,t,411057,f,3.5-star Hinjawadi hotel with restaurant
702,Hotel New Leaf,"Sr. No. 232/1+2, Plot No. 19, Sakore Nagar, Viman Nagar, Pune, Maharashtra,",3,3750,t,t,411014,f,"3-star hotel in Pune with restaurant, bar/lounge"
702,Hotel Orchard Pune,"1240/B, Apte Road, Opposite HDFC Bank,Near Central Park Lawn,Pune,Maharashtra,India",3,1978,t,t,411005,f,3-star Pune hotel with restaurant
702,Hotel Royal Executive,"Merchant Chamber, 326, Nana Peth Chacha, Halwai Chowk,Opp Punjab National Bank, Pune, Maharashtra, India",2.5,1687,f,f,411002,f,No-frills Pune hotel with restaurant
702,Hotel Royal Park,"Near Laxman Krupa Housing Society, behind siddharth moto , kasarwadi, Pimpri - Chinchwad, Maharashtra, India",3,2276,t,t,411034,f,Suburban Kasarwadi hotel with restaurant
702,Hotel Sagar Plaza,"1 Bund Garden Road, Pune, Maharashtra, 411 011, India",3.5,3499,t,t,411011,t,"3.5-star hotel in Central Pune with outdoor pool, restaurant"
702,Hotel Shree Panchratna,"7, Tadiwala Road, Pune, Maharashtra, 411001, India",3,3900,t,t,411001,f,"3-star hotel in Koregaon Park with 2 restaurants, bar/lounge"
702,Hotel Studio Estique,"Bund Garden Road,Pune In 411001,Pune,Maharashtra,India",3.5,5225,f,t,411001,t,"3.5-star hotel in Central Pune with 2 ba /lounges, outdoor pool"
702,Hotel Swan Inn,"1301, Shivajinagar, J.M. Road, Near Balgandharva Square, Op Jetkin, Pune, Maharashtra, India",2.5,2370,t,t,411005,f,No-frills Pune hotel with restaurant
702,Hyatt Place Pune/Hinjawadi,"Rajiv Gandhi Infotech Park, Phase 1, Hinjawadi, Maharashtra, 411057, India",4,4824,t,t,411057,t,"4-star hotel in Hinjawadi with outdoor pool, restaurant"
702,Hyatt Pune,"88 Nagar Road, Kalyani Nagar, Adjacent to Aga Khan Palace, Pune, Maharashtra, 411006, India",4.5,4900,t,t,411006,t,"Luxury hotel in Pune with spa, outdoor pool"
702,Hyatt Regency Pune,"Weikfield IT Park, Nagar Road, Pune, Maharashtra, 411014 India",5,6188,t,t,411014,t,"Luxury hotel in Pune with spa, indoor pool"
702,JW Marriott Hotel,"Senapati Bapat Road, Pune, Maharashtra, 411053, India",5,7165,f,t,411053,t,"Luxury hotel in Pune with 8 restaurants, spa"
702,Keys Hotel Pimpri,"Near PCMC Office, 31/6, Old Mumbai - Pune Highway, Pimpri - Chinchwad, Maharashtra, 411018 India",3,3108,t,t,411018,f,3-star Pimpri - Chinchwad hotel with restaurant
702,Keys Prima Hotel Parc Estique,"Near Giga Space, Opp. Inorbit Mall, Viman Nagar, Pune, Maharashtra, 411014, India",4,4275,f,t,411014,t,"4-star hotel in Pune with 2 restaurants, spa"
702,Marriott Suits Pune,"81, Mundhwa, Koregaon Park Annexe, Pune, Maharashtra, 411036, India",5,7019,t,t,411036,t,"Luxury hotel in Pune with 2 restaurants, 2 ba /lounges"
702,Noorya Hometel,"S NO. 31,Opposite Aditya Birla Hospital, Chinchwad, Thergaon, Maharashtra, 411033 India",3,2337,f,t,411033,f,"3-star hotel in Thergaon with outdoor pool, restaurant"
702,Novotel Pune Nagar Road,"Weikfield IT City Infopark, Ramwadi, Survey No 30/3, Viman Nagar, Pune, Maharashtra, 411014, India",4.5,5433,t,t,411014,t,"4.5-star hotel in Pune with outdoor pool, pool bar"
702,OYO Apartments Baner Road,"101, Amethyst Apartments, Baner, behind Ganraj Mangal Karyalaya, Pune, Maharashtra, 411045, India",3,2383,t,t,411045,f,3-star aparthotel in Baner
702,OYO Apartments Kalyani Nagar Gold Adlabs,"8th Floor, Flat No. 802, Kalyani Nagar, Fortaleza, Opp. Big Cinema, Boa Vista, Pune, Maharashtra, 411006, India",3,3475,t,t,411006,f,3-star aparthotel in Pune
702,OYO Apartments Kharadi Bypass,Atharva Heights Behind Hotel,3,4392,t,t,411014,f,3-star hotel in Pune
702,OYO Apartments Pune Nagar Road,"Shree Bldg, Chandannagar, Behind Mahanagar Co-Opertaive Bank, Pune, Maharashtra, 411014, India",3,2298,t,t,411014,f,Pune hotel next to shopping
702,OYO Premium Balewadi,"6, S.NO.35, Mum-Blr Bypass Road, 3rd floor, Above Maruti Suzuki Showroom, Pune, Maharashtra",3,6630,t,t,411045,f,"3-star hotel in Pune with restaurant, bar/lounge"
702,OYO Premium Baner Road,S.No. 263/2/1 Va ha Park Baner Road,3,4767,t,t,411045,f,3-star hotel in Aundh with restaurant
702,OYO Premium Pimpri Finolex Chowk,5831/5832 Opp City Intl School,3,4786,t,t,411018,f,Pimpri - Chinchwad hotel next to shopping
702,OYO Rooms Akurdi Pune,Mumbai-Pune Road Opp Force Moto ,3,3672,t,t,411035,f,3-star Pimpri - Chinchwad hotel with restaurant
702,OYO Rooms Balgandharva JM Road,Deccan Gymkhana Near HP Petrol Pump,3,3155,t,t,411004,f,3-star hotel in Pune
702,OYO Rooms Katraj,"Sr. No. 53/17B, Pune-Satara Road, Near Chowgute Workshop, Katraj, Pune, Maharashtra,",3,3257,t,t,411046,f,3-star Pune hotel with bar/lounge
702,OYO Rooms Near Laxminarayan Theatre Swargate,"CTS NO. 6627, Near Laxminarayan Theatre, Next to Bank of India, Parvati Road, Pune, Maharashtra,",3,3711,t,t,411009,f,3-star Pune hotel with restaurant
702,OYO Rooms Sadashiv Peth,"1547-B, Sadashiv Peth, Off Tilak Road, Near Navi Peth Vitthal Mandir, Pune, Maharashtra,",3,2933,t,t,411030,f,3-star hotel in Central Pune
702,OYO Rooms Sambhaji Garden,"1206/34/A, Opposite to Jog Classes, Shirole Road, Shivaji Nagar, Pune, Maharashtra, 411004, India",3,2596,t,t,411004,f,3-star hotel in Pune
702,OYO Rooms Sambhaji Nagar Thermax Pimpri,"GP 73/74, Thermax Chowk,Telco Road,Pimpri - Chinchwad,Maharashtra,India",3,2313,f,t,411019,f,3-star hotel in Pimpri - Chinchwad
702,OYO Rooms South Main Road Koregaon park,Sr.No.410/2Inside Green Teracce Society,3,3565,t,t,411001,f,Pune hotel next to shopping
702,OYO Rooms Thermax Pimpri,GP115 Morya Buisiness centre BLOCK G,3,4143,t,t,411019,f,3-star hotel in Pimpri - Chinchwad
702,Oakwood Residence Naylor Road,"1-C Naylor Road, Off Mangaldas Road, Pune, Maharashtra, 411001 India",4,6000,t,t,411001,t,"Upscale Koregaon Park apartment with kitchenette, memory foam bed"
702,Orritel Convention Spa & Wedding Resort,"Survey No.135, Opp Talegaon Junction,Old Mumbai Pune Highway,Vadgaon,Maharashtra,India",3.5,4656,f,t,412106,t,"3.5-star resort in Vadgaon with outdoor pool, restaurant"
702,Orritel Hotel Hinjewadi,"Survey no. 274 / 275 / 2, Bhosale farm, Hinjawadi, Maharashtra, 411057, India",3,5123,t,t,411057,f,"3-star hotel in Hinjawadi with spa, restaurant"
702,Park Central,"Near Bund Garden Signal, Koregaon Park, Pune, Maharashtra, 411001, India",3,2775,t,t,411001,f,City-center Koregaon Park hotel with restaurant
702,Phoenix Hotel,"S No 81/1, 500 Mt  ahead of ABC farms, Koregaon Park, Pune, Maharashtra, 411001, India",3,2763,t,t,411001,f,City-center Pune hotel with restaurant
702,Premier Inn Pune Kharadi,"Mundawa Bypass Road, Kharadi, Pune, Maharashtra, 411014, India",3.5,2812,f,t,411014,f,"3.5-star hotel in Pune with restaurant, bar/lounge"
702,Radisson Blu Hotel Pune Kharadi,"Nagar Bypass Road Kharadi, Pune, Maharashtra, 411014, India",4.5,4800,t,t,411014,t,"Luxury hotel in Pune with spa, outdoor pool"
702,Royal Orchid Golden Suites Pune,"Golden Nest, Opp. Cerebrum IT Park, Kalyani Nagar, Pune, Maharashtra, 411 014, India",3,4430,t,t,411014,f,"Family hotel in Pune with restaurant, bar/lounge"
702,Sayaji Pune,"135/136, Mumbai-Banglore Bypass Hwy, Wakad, Maharashtra, 411057, India",3.5,6044,t,t,411057,t,"Family hotel in Wakad with outdoor pool, restaurant"
702,Shantai Hotel,"Camp, Off. Moledina Rd, 10/3 Rasta Peth, Pune, Maharashtra",3,3259,t,t,411011,f,City-center Pune hotel with restaurant
702,Siesta Springs,"Sr No. 163/A, Btw Ln. No 6&7, Ada h Col., Nr Anand Eye Care, Pune, Maharashtra, India",2.5,2424,t,t,411032,f,No-frills hotel in Pune
702,Spree Shivai Hotel,"Plot No A -70, H Block, Opposite Morwadi Court, MIDC Pimpri, Pimpri - Chinchwad, Maharashtra",4,3473,f,t,411018,f,"4-star hotel in Pimpri - Chinchwad with restaurant, bar/lounge"
702,St Laurn Business Hotel,"15 A Koregaon Park Road, Pune, Maharashtra, 411010, India",4,4145,f,t,411010,t,"4-star hotel in Koregaon Park with outdoor pool, restaurant"
702,Sun N Sand Pune,"262 Bund Garden Road, Pune, Maharashtra, 411001 India",4.5,4432,t,t,411001,t,"Luxury hotel in Koregaon Park with outdoor pool, bar/lounge"
702,The Central Park Hotel,"Bund Garden Road, Near Council Hall, Pune, Maharashtra, 411001, India",3.5,3922,f,f,411001,t,"3.5-star hotel in Central Pune with spa, outdoor pool"
702,The Gateway Hotel Hinjawadi,"Xion Complex, Wakad Road, Pune, Hinjawadi, Maharashtra, 411057 India",4.3,6023,f,t,411057,t,"4.5-star hotel in Hinjawadi with spa, outdoor pool"
702,The O Hotel,"North Main Road, Koregaon Park, Pune, Maharashtra, 411001 India",4.5,5500,t,t,411001,t,"Luxury hotel in Koregaon Park with outdoor pool, pool bar"
702,The Orchid,"Adjacent to Shivaji Stadium, Pune-, Bangalore Hwy., Mhalunge-Balewadi, Pune, Maharashtra",3.5,3994,f,f,411045,t,"3.5-star hotel in Pune with outdoor pool, restaurant"
702,The Pride Hotel,"10 Unive ity Road, Shivaji Nagar, Pune, Maharashtra, 411 005 India",3.5,4103,t,t,411005,t,"3.5-star hotel in Pune with 2 restaurants, outdoor pool"
702,Treebo Deccan8,820/5 Off Bhandarkar Road 13 Kale,3,2445,t,t,411004,f,3-star hotel in Pune
702,United-21 The Grand,"Baner Hills, Baner Village, Pune, Maharashtra, 411 045, India",4,3924,f,t,411045,t,"4-star hotel in Baner with indoor pool, restaurant"
702,Valencia Hospitality Service Apartments,"Kalyani Nagar, Pune, Maharashtra,",3,1950,t,t,411006,f,No-frills apartment in Pune
702,Vista Rooms,"19 Bundgarden Road, Pune, 411057, India",3.5,2935,t,t,411057,f,3.5-star B&B in Koregaon Park
702,Vivanta by Taj - Blue Diamond,"11 Koregaon Road, Pune, Maharashtra, 411001, India",5,6603,t,t,411001,t,"Luxury hotel in Koregaon Park with 3 restaurants, spa"
702,ibis Pune - An AccorHotels Brand,"Survey 32 Nagar Road Maharasht, Pune, Maharashtra, 411010 India",3,3637,t,t,411010,f,3-star Pune hotel with 24-hour fitness
706,Hotel Naren Palace,"C. T. Road, Puri, Orissa",3,2916,f,f,752002,t,3-star beachfront hotel in Puri with restaurant
706,Hotel New Rockbay,"Chakratirtha Road, In front of Sonar Gourang Temple, Puri",3,3221,f,t,752002,f,3-star beachfront hotel in Puri with restaurant
706,OYO Premium The Waves,"Chakratritha Road, CT Road, Puri",3,9233,t,t,752002,t,3-star Puri hotel with outdoor pool
706,OYO Rooms Sea Shore,"Near Gandhi Labour Foundation, Puri, Orissa",3,3523,t,t,752001,f,3-star Puri hotel with conference center
706,Sterling Holidays Puri - Golden Sands,"Plot 255/2,255/3, Sipasaruballi Village, Puri, Orissa",3,6281,t,t,752002,f,3-star Puri hotel with restaurant
