flight_number,airline,source_cityid,destination_cityid
6348,TestIndigo,458,217
5357,TestIndigo,101,140
5027,TestIndigo,11,140
7317,TestIndigo,325,138
899,Jet Airways,279,82
236,TestIndigo,116,82
687,Jet Airways,13,140
3738,SpiceJet,82,82
6908,TestIndigo,140,131
372,Jetlite,702,140
5022,TestIndigo,82,140
6646,TestIndigo,140,140
627,Air India,458,487
524,AirAsia India,283,209
6468,TestIndigo,120,140
813,TestIndigo,458,192
382,Jet Airways,210,458
523,SpiceJet,13,702
5047,TestIndigo,458,140
562,AirAsia India,217,140
592,AirAsia India,82,283
131,GoAir,140,635
8936,SpiceJet,131,140
423,GoAir,140,207
742,TestIndigo,1179,207
6177,TestIndigo,13,82
5393,TestIndigo,207,458
269,TestIndigo,120,116
952,GoAir,192,207
8913,SpiceJet,140,13
672,AirAsia India,283,458
135,GoAir,140,635
155,Jet Airways,283,210
339,AirAsia India,458,82
7218,TestIndigo,82,339
979,TestIndigo,1114,82
2506,GoAir,140,116
147,GoAir,140,635
271,GoAir,635,82
1452,AirAsia India,82,82
1236,TestIndigo,102,487
929,Jet Airways,458,13
851,TestIndigo,120,82
7226,TestIndigo,207,101
552,GoAir,13,207
334,GoAir,140,458
433,TestIndigo,82,192
3425,Air India,140,223
386,SpiceJet,635,131
2879,AirAsia India,140,82
677,TestIndigo,325,279
8903,SpiceJet,140,1179
7112,TestIndigo,207,735
992,Vistara,702,140
244,GoAir,458,13
464,TestIndigo,138,207
710,GoAir,13,1157
332,SpiceJet,339,140
911,Vistara,140,210
530,Air India,283,207
865,Jetlite,458,487
750,SpiceJet,207,131
893,GoAir,82,702
732,TestIndigo,207,138
207,TestIndigo,13,192
569,TestIndigo,217,120
8210,SpiceJet,207,140
198,SpiceJet,82,140
546,AirAsia India,140,140
446,AirAsia India,120,120
161,TestIndigo,140,13
2246,TestIndigo,82,140
611,TestIndigo,207,1179
538,TruJet,207,120
492,Air India,217,140
722,AirAsia India,82,140
326,SpiceJet,13,120
376,GoAir,458,771
295,SpiceJet,140,1157
466,SpiceJet,1019,120
3024,SpiceJet,131,120
5396,TestIndigo,458,82
544,TestIndigo,13,279
641,Vistara,140,325
350,GoAir,1157,458
926,Vistara,13,82
268,TestIndigo,13,13
239,SpiceJet,13,207
351,TestIndigo,13,702
801,TestIndigo,458,730
3736,SpiceJet,193,207
6214,TestIndigo,209,120
577,GoAir,82,120
526,TruJet,131,120
430,SpiceJet,252,458
450,Jet Airways,82,458
7135,TestIndigo,1170,120
2517,GoAir,120,140
720,Vistara,140,140
721,SpiceJet,82,1157
892,SpiceJet,998,140
6113,TestIndigo,120,1070
107,TestIndigo,31,207
6409,TestIndigo,210,140
289,TestIndigo,140,102
806,TestIndigo,120,82
2797,SpiceJet,82,120
7109,TestIndigo,251,82
126,GoAir,140,635
2727,TestIndigo,140,13
1045,SpiceJet,82,131
776,Vistara,283,458
241,SpiceJet,458,283
671,SpiceJet,283,217
144,GoAir,635,140
8287,SpiceJet,140,458
2472,AirAsia India,82,283
639,Jet Airways,138,116
794,Vistara,730,140
765,TestIndigo,140,207
3513,Jet Airways,82,325
6437,SpiceJet,458,1070
7983,TestIndigo,283,23
721,AirAsia India,140,82
667,TestIndigo,13,279
990,AirAsia India,82,283
953,Jet Airways,458,217
587,Air India,82,279
644,Jet Airways,207,140
448,SpiceJet,217,192
6343,TestIndigo,13,82
501,TestIndigo,279,140
2053,TestIndigo,140,101
384,SpiceJet,131,635
6635,SpiceJet,1114,217
861,GoAir,116,82
6472,SpiceJet,53,458
1008,SpiceJet,207,212
2524,TestIndigo,140,31
2028,TestIndigo,140,120
715,Air India,209,209
330,GoAir,140,251
6413,TestIndigo,120,13
6475,SpiceJet,279,458
2790,SpiceJet,53,53
208,GoAir,325,140
440,Air India,120,140
773,TestIndigo,207,1179
2165,TestIndigo,207,140
779,Jet Airways,82,120
2472,SpiceJet,138,140
6815,TestIndigo,120,458
102,SpiceJet,339,120
671,AirAsia India,458,283
179,TestIndigo,140,458
2322,TestIndigo,140,1114
708,Vistara,283,140
2437,SpiceJet,101,101
6848,TestIndigo,458,102
7166,TestIndigo,207,1091
7725,TestIndigo,1157,174
922,GoAir,120,120
7149,TestIndigo,120,730
5335,TestIndigo,140,458
2075,TestIndigo,283,140
3407,SpiceJet,82,82
876,Vistara,207,458
1061,SpiceJet,207,735
332,AirAsia India,116,140
296,SpiceJet,1157,140
302,TestIndigo,120,120
503,GoAir,207,120
441,Air India,53,53
785,Jet Airways,140,217
2258,TestIndigo,13,140
2948,SpiceJet,217,13
2803,SpiceJet,283,192
377,Jet Airways,458,730
3477,SpiceJet,82,1070
6913,TestIndigo,1157,207
1563,AirAsia India,102,82
8429,SpiceJet,140,140
438,SpiceJet,82,252
925,Vistara,82,13
6513,TestIndigo,283,207
5039,TestIndigo,210,140
807,Vistara,140,82
722,SpiceJet,1157,82
628,GoAir,120,251
326,AirAsia India,279,458
7941,TestIndigo,23,102
655,Jet Airways,13,140
872,Jet Airways,120,82
78,Air India,102,140
802,Jet Airways,207,82
117,TestIndigo,102,207
1543,AirAsia India,207,82
1425,AirAsia India,702,82
446,SpiceJet,192,120
887,Air India,140,458
7167,TestIndigo,207,207
6355,TestIndigo,283,207
188,GoAir,140,140
224,GoAir,998,140
6899,TestIndigo,283,192
310,Jet Airways,458,140
750,AirAsia India,140,210
833,GoAir,283,82
679,TestIndigo,116,140
943,GoAir,283,120
6939,TestIndigo,458,82
6682,TestIndigo,82,702
804,Air India,82,82
942,SpiceJet,140,140
384,Jet Airways,140,458
275,SpiceJet,702,283
8121,TestIndigo,131,283
504,GoAir,120,207
468,Air India,1170,140
190,GoAir,140,998
450,AirAsia India,120,1179
192,TestIndigo,283,120
3464,SpiceJet,31,138
6279,TestIndigo,702,487
448,Jet Airways,82,458
2488,TestIndigo,1148,140
653,Air India,458,458
454,TestIndigo,101,13
2057,TestIndigo,31,140
2306,TestIndigo,140,82
1558,AirAsia India,82,102
134,TestIndigo,207,140
836,Vistara,120,140
457,Jet Airways,458,207
632,GoAir,1070,251
413,Air India,140,325
2685,TestIndigo,120,120
373,Jet Airways,140,458
615,Jet Airways,458,283
2171,TestIndigo,140,223
7241,TestIndigo,207,735
788,Vistara,102,140
6481,SpiceJet,192,458
713,Air India,283,209
3710,SpiceJet,207,1170
213,TestIndigo,279,13
779,SpiceJet,458,138
537,Air India,140,458
1075,SpiceJet,207,279
7238,TestIndigo,82,283
318,TruJet,1091,207
335,GoAir,998,140
6327,TestIndigo,207,279
194,GoAir,192,283
581,TestIndigo,140,635
714,TestIndigo,82,283
246,GoAir,771,140
2022,SpiceJet,31,140
711,TruJet,13,270
745,Vistara,140,283
363,TestIndigo,13,283
991,Vistara,140,702
389,GoAir,217,458
5377,TestIndigo,458,487
712,GoAir,13,116
2894,SpiceJet,702,207
205,SpiceJet,283,217
411,GoAir,82,102
377,SpiceJet,283,283
2215,GoAir,1070,279
805,Vistara,140,82
901,Jet Airways,140,283
871,GoAir,1070,82
690,Air India,138,283
549,Air India,120,688
447,AirAsia India,279,120
310,SpiceJet,82,458
3685,SpiceJet,82,131
2981,SpiceJet,140,1157
722,Jet Airways,192,140
988,TestIndigo,82,210
502,GoAir,279,207
946,Vistara,13,140
812A,GoAir,82,487
771,TestIndigo,102,207
921,AirAsia India,217,283
333,Jet Airways,458,140
2510,GoAir,325,140
386,Jet Airways,210,458
2027,TestIndigo,1148,140
6412,TestIndigo,82,235
785,AirAsia India,140,192
654,Air India,998,458
2064,TestIndigo,140,1148
778,Vistara,283,140
1422,GoAir,1070,120
332,Jet Airways,140,458
7104,TestIndigo,487,207
428,TestIndigo,207,458
831,TestIndigo,192,458
354,GoAir,140,140
522,Air India,1179,207
5055,TestIndigo,140,207
475,TestIndigo,1019,120
929,SpiceJet,702,120
404,GoAir,82,82
143,GoAir,140,635
921,SpiceJet,13,82
802,AirAsia India,120,120
707,GoAir,13,279
101,GoAir,140,283
701,TestIndigo,1148,82
5317,TestIndigo,458,325
370,Jet Airways,1157,140
750,Jet Airways,325,140
310,AirAsia India,207,458
447,SpiceJet,192,217
280,SpiceJet,458,223
7211,TestIndigo,207,1170
3756,SpiceJet,1091,1170
385,GoAir,82,207
3569,Jet Airways,1114,210
763,Vistara,82,151
6459,TestIndigo,283,458
366,TestIndigo,207,207
458,TestIndigo,102,82
430,Jet Airways,116,458
233,GoAir,140,1157
450,SpiceJet,458,252
2327,SpiceJet,140,138
966,Jet Airways,325,140
432,Air India,325,140
721,Jet Airways,140,192
321,TestIndigo,82,11
998,Vistara,140,140
643,GoAir,458,140
452,Air India,1179,140
744,Air India,11,283
387,Jet Airways,458,746
123,TestIndigo,120,458
466,Jet Airways,120,458
582,SpiceJet,283,279
414,GoAir,207,192
6998,TestIndigo,458,217
942,AirAsia India,217,82
639,SpiceJet,207,13
795,GoAir,283,116
315,TestIndigo,120,120
696,Air India,1157,458
7126,TestIndigo,735,207
1234,TestIndigo,487,1148
515,Air India,207,82
327,TestIndigo,120,279
8937,SpiceJet,702,140
7346,TestIndigo,207,53
459,Air India,140,1091
739,TestIndigo,140,82
158,TestIndigo,13,102
622,TestIndigo,82,1179
718,TestIndigo,279,207
671,Jet Airways,458,702
905,TestIndigo,120,120
637,Jet Airways,458,13
261,TestIndigo,13,279
6538,TestIndigo,207,192
573,Air India,82,635
498,Air India,746,140
491,Air India,140,217
7125,TestIndigo,120,735
344,GoAir,458,487
889,TestIndigo,140,11
3582,SpiceJet,1019,207
673,SpiceJet,283,998
753,AirAsia India,210,140
469,TestIndigo,82,217
536,GoAir,325,13
328,AirAsia India,458,116
3071,SpiceJet,120,339
396,TestIndigo,131,140
7117,TestIndigo,1085,207
586,GoAir,635,458
658,Air India,131,458
309,Jetlite,458,140
7349,TestIndigo,192,1157
634,Air India,101,458
420,Air India,207,140
122,GoAir,207,283
780,Air India,102,102
617,Jet Airways,458,283
2066,TestIndigo,120,82
2990,AirAsia India,82,192
764,GoAir,140,279
395,Jet Airways,458,210
7255,TestIndigo,251,279
2029,TestIndigo,120,140
8161,SpiceJet,140,140
197,GoAir,998,223
1233,SpiceJet,82,82
919,TestIndigo,82,102
2034,TestIndigo,82,140
532,Air India,13,140
129,TestIndigo,140,138
184,TestIndigo,138,140
6417,TestIndigo,207,82
973,AirAsia India,207,82
867,Vistara,458,82
692,Vistara,31,140
2977,SpiceJet,235,13
1354,AirAsia India,82,279
844,TestIndigo,138,207
2614,TestIndigo,140,635
2987,SpiceJet,217,13
480,Air India,31,140
7132,TestIndigo,120,1170
1476,AirAsia India,82,1019
676,TestIndigo,82,82
3532,Jet Airways,23,140
2886,AirAsia India,82,210
293,SpiceJet,998,140
3420,SpiceJet,682,82
399,GoAir,82,458
5021,TestIndigo,140,82
7118,TestIndigo,207,735
1721,AirAsia India,217,82
231,TestIndigo,207,458
3731,SpiceJet,193,193
382,SpiceJet,635,82
822,Jet Airways,120,140
914,GoAir,120,13
809,TestIndigo,207,207
775,Air India,192,82
511,AirAsia India,207,120
624,Jet Airways,283,458
6623,TestIndigo,283,192
730,GoAir,279,13
5354,TestIndigo,458,82
349,Jet Airways,207,458
6844,TestIndigo,82,31
281,GoAir,192,82
6236,SpiceJet,458,217
7155,TestIndigo,207,735
1072,SpiceJet,131,207
616,Air India,207,458
1226,TestIndigo,487,101
9820,Jet Airways,209,283
7268,TestIndigo,283,279
483,GoAir,458,771
5334,TestIndigo,82,458
401,GoAir,283,192
1535,GoAir,1070,207
912,TestIndigo,82,82
657,SpiceJet,82,192
6268,TestIndigo,217,82
5081,TestIndigo,325,458
894,GoAir,82,207
141,GoAir,487,458
591,AirAsia India,283,82
908,TestIndigo,140,131
7235,TestIndigo,102,102
973,SpiceJet,13,140
471,GoAir,487,635
6151,TestIndigo,207,120
511,SpiceJet,13,207
2767,SpiceJet,207,53
3785,SpiceJet,13,252
6264,TestIndigo,207,102
873,Vistara,458,207
705,Vistara,140,283
814,TestIndigo,325,82
958,TestIndigo,192,82
225,TestIndigo,458,210
6379,TestIndigo,283,82
951,GoAir,120,192
2069,TestIndigo,210,140
3431,SpiceJet,82,1170
339,Jet Airways,458,140
808,Jet Airways,82,140
5915,TestIndigo,23,458
672,Jet Airways,702,458
2323,TestIndigo,82,140
8914,SpiceJet,31,140
751,Vistara,140,771
118,Air India,31,140
607,Jet Airways,140,138
551,GoAir,207,13
465,SpiceJet,120,1019
670,Jet Airways,192,140
8974,SpiceJet,53,140
507,GoAir,140,82
431,SpiceJet,120,120
812,Jet Airways,82,140
798,TestIndigo,82,11
2518,GoAir,140,120
7231,TestIndigo,82,735
960,Vistara,458,140
7948,TestIndigo,151,209
8706,SpiceJet,82,140
558,TestIndigo,192,140
6428,SpiceJet,120,283
903,GoAir,120,702
7245,TestIndigo,13,101
823,Air India,140,1148
753,SpiceJet,207,13
142,TestIndigo,325,13
5306,TestIndigo,210,458
109,TestIndigo,101,101
940,Vistara,458,140
406,Air India,140,12
369,Jet Airways,140,702
724,Vistara,1157,140
727,Vistara,140,283
247,GoAir,13,458
235,TestIndigo,207,458
2475,AirAsia India,120,82
5301,TestIndigo,458,101
125,GoAir,283,207
2990,SpiceJet,1114,217
762,GoAir,325,283
3906,TestIndigo,192,140
783,Vistara,140,102
418,Air India,771,140
403,Jet Airways,458,279
1453,AirAsia India,217,82
553,GoAir,13,207
2393,TestIndigo,140,730
994,TestIndigo,11,82
702,GoAir,13,13
305,Jet Airways,458,140
6528,TestIndigo,140,325
6631,SpiceJet,13,13
754,Jet Airways,217,140
631,Jet Airways,131,702
669,Air India,458,102
7942,TestIndigo,102,23
419,SpiceJet,207,283
993,TestIndigo,140,458
5376,TestIndigo,207,458
1583,AirAsia India,207,82
7158,TestIndigo,279,207
792,GoAir,116,283
603,TestIndigo,120,82
1709,GoAir,120,1070
9819,Jet Airways,283,209
854,Vistara,82,458
638,GoAir,251,279
542,TestIndigo,207,120
338,TestIndigo,116,279
142,TruJet,735,207
2985,SpiceJet,217,1157
6050,AirAsia India,210,140
6809,TestIndigo,1179,207
109,TruJet,207,82
956,GoAir,635,120
6283,SpiceJet,279,458
649,Jet Airways,82,131
379,Jet Airways,458,746
6276,TestIndigo,23,207
2623,SpiceJet,140,101
421,Air India,140,210
8123,TestIndigo,487,283
216,TestIndigo,82,82
706,AirAsia India,458,140
652,Jet Airways,116,138
748,Jet Airways,120,1085
273,TestIndigo,82,82
470,Air India,487,140
927,Jet Airways,140,101
605,Air India,53,53
345,GoAir,279,140
810,Vistara,82,140
1473,AirAsia India,702,82
850,Air India,702,140
958,Jetlite,210,207
2941,SpiceJet,207,212
633,Air India,458,101
203,TestIndigo,140,140
172,SpiceJet,13,283
595,TestIndigo,53,140
741,AirAsia India,82,140
2210,GoAir,279,1070
2061,TestIndigo,140,101
453,AirAsia India,13,13
749,TestIndigo,458,1114
971,SpiceJet,13,1157
913,Jet Airways,13,458
6280,SpiceJet,458,223
285,SpiceJet,140,138
2132,TestIndigo,82,140
2874,SpiceJet,686,458
521,Air India,207,1179
2394,TestIndigo,120,140
3748,SpiceJet,151,82
743,SpiceJet,82,13
752,Jet Airways,217,140
3023,SpiceJet,120,131
915,Jet Airways,140,325
2162,TestIndigo,140,82
646,Vistara,223,140
821,Air India,140,223
2695,SpiceJet,140,235
623,GoAir,251,82
427,GoAir,207,140
149,GoAir,140,140
1564,AirAsia India,207,102
741,SpiceJet,82,283
756,Vistara,771,140
2031,TestIndigo,140,82
175,GoAir,140,140
819,TestIndigo,702,82
863,TestIndigo,702,140
7737,TestIndigo,101,13
6353,TestIndigo,209,207
2615,TestIndigo,13,140
6315,TestIndigo,131,120
442,Jet Airways,82,458
2211,GoAir,1070,82
312,GoAir,82,210
2719,TestIndigo,140,1179
2134,TestIndigo,82,82
2684,SpiceJet,458,1019
3606,SpiceJet,82,339
7163,TestIndigo,279,1085
964,Jet Airways,283,140
3567,Jet Airways,746,1114
2937,SpiceJet,13,138
682,Jet Airways,325,458
6362,TestIndigo,207,13
283,TestIndigo,140,82
945,TestIndigo,140,1070
8939,SpiceJet,998,140
726,Air India,31,283
297,TestIndigo,207,458
287,GoAir,223,223
8481,SpiceJet,140,13
527,SpiceJet,82,1157
184,TruJet,53,13
467,TestIndigo,207,217
2036,TestIndigo,101,140
415,TestIndigo,82,82
405,TestIndigo,82,102
8665,SpiceJet,746,140
881,AirAsia India,140,458
857,Air India,140,702
3487,Air India,140,688
489,TestIndigo,82,11
7232,TestIndigo,735,82
196,GoAir,223,140
683,Vistara,140,235
729,Air India,283,192
473,Air India,140,102
563,TestIndigo,120,120
3692,SpiceJet,1179,82
837,Vistara,116,120
424,TestIndigo,82,458
237,SpiceJet,217,458
113,GoAir,140,82
7172,TestIndigo,279,82
706,SpiceJet,82,1019
309,TestIndigo,102,207
313,Jet Airways,140,53
6284,SpiceJet,635,458
5098,TestIndigo,140,217
1578,AirAsia India,207,82
883,AirAsia India,140,458
781,Jet Airways,140,635
660,Jet Airways,192,82
5319,TestIndigo,458,131
2893,SpiceJet,207,702
482,Jet Airways,82,458
505,GoAir,207,207
163,SpiceJet,458,252
6183,TestIndigo,120,116
525,Air India,207,283
6835,TestIndigo,120,1179
6265,SpiceJet,458,192
535,Air India,140,283
7162,TestIndigo,82,1085
838,TestIndigo,82,217
6137,TestIndigo,82,210
694,Air India,82,458
383,TestIndigo,13,207
494,TestIndigo,140,487
612,SpiceJet,120,120
2611,GoAir,325,140
794,GoAir,102,283
2299,TestIndigo,1114,140
828,TestIndigo,82,730
7325,TestIndigo,192,209
2760,SpiceJet,207,702
245,GoAir,140,13
367,TestIndigo,688,207
539,TestIndigo,207,283
787,TestIndigo,458,458
1035,SpiceJet,207,82
348,GoAir,279,458
7962,TestIndigo,283,925
407,Air India,140,635
604,AirAsia India,13,140
1094,SpiceJet,207,1091
610,SpiceJet,192,120
791,TestIndigo,207,120
322,TestIndigo,279,82
2801,SpiceJet,283,212
218,TestIndigo,217,458
2929,TestIndigo,140,82
183,SpiceJet,120,1157
997,Vistara,31,140
720,GoAir,13,140
6292,TestIndigo,82,283
906,Jet Airways,31,140
926,GoAir,120,1070
547,AirAsia India,283,140
641,GoAir,1019,207
944,Jet Airways,192,283
366,Jetlite,140,140
6926,TestIndigo,283,116
303,TestIndigo,140,207
6958,TestIndigo,13,458
651,TestIndigo,283,120
987,TestIndigo,120,283
221,TestIndigo,82,82
364,SpiceJet,207,192
8168,SpiceJet,252,458
434,Air India,174,140
408,TestIndigo,82,458
186,Jet Airways,746,210
3218,SpiceJet,283,954
636,Air India,140,210
3427,SpiceJet,82,1070
167,GoAir,140,771
358,GoAir,998,140
516,Air India,82,207
1096,SpiceJet,207,212
621,Air India,458,116
3072,SpiceJet,339,120
365,GoAir,458,13
6918,TestIndigo,192,283
774,Vistara,283,120
6435,SpiceJet,458,746
512,SpiceJet,207,13
650,Jet Airways,131,82
920,AirAsia India,140,217
5356,TestIndigo,140,101
254,TestIndigo,458,207
911,GoAir,13,13
976,Vistara,13,31
7224,TestIndigo,120,82
3724,SpiceJet,31,192
428,Jetlite,458,131
6798,TestIndigo,207,13
1007,SpiceJet,1019,207
967,SpiceJet,140,223
378,SpiceJet,458,283
534,SpiceJet,192,82
858,Jet Airways,1148,140
954,Jet Airways,217,458
1568,AirAsia India,102,82
550,AirAsia India,140,283
181,Jet Airways,140,1114
833,Vistara,120,120
969,AirAsia India,279,140
962,Jet Airways,207,131
619,TestIndigo,207,635
357,TestIndigo,207,82
943,Vistara,140,458
7102,TestIndigo,120,207
1041,SpiceJet,207,1091
628,Vistara,1114,140
6138,TestIndigo,210,82
2048,TestIndigo,1157,140
5388,TestIndigo,458,487
256,SpiceJet,635,458
2804,SpiceJet,192,283
986,Vistara,458,140
7286,TestIndigo,210,23
378,AirAsia India,283,207
7328,TestIndigo,82,1091
223,GoAir,140,998
2591,TestIndigo,1148,140
6136,TestIndigo,13,82
6920,SpiceJet,458,140
925,GoAir,120,120
711,TestIndigo,207,458
5449,TestIndigo,82,458
807,GoAir,82,82
746,Air India,11,283
397,GoAir,458,325
211,GoAir,140,325
2025,TestIndigo,31,140
151,GoAir,140,140
486,TestIndigo,207,131
503,Vistara,140,207
318,TestIndigo,102,13
897,Vistara,140,1070
250,GoAir,192,140
775A,Air India,283,82
7967,TestIndigo,1179,735
6104,TestIndigo,82,702
757,TestIndigo,11,120
920,SpiceJet,217,13
362,Jet Airways,140,458
983,Vistara,140,140
6603,TestIndigo,120,1148
512,AirAsia India,120,283
610,AirAsia India,116,140
708,GoAir,13,13
664,TestIndigo,487,283
703,Jet Airways,458,138
5005,TestIndigo,120,140
789,GoAir,207,1179
2986,SpiceJet,1157,140
7263,TestIndigo,116,210
8973,SpiceJet,140,53
185,TestIndigo,140,140
985,TestIndigo,120,131
134,TruJet,1170,207
709,GoAir,13,13
439,Jet Airways,116,702
825,TestIndigo,458,82
5228,TestIndigo,82,140
612,AirAsia India,140,116
364,AirAsia India,82,207
3753,Air India,283,954
429,Air India,120,120
827,Vistara,458,120
304,Jet Airways,140,458
7236,TestIndigo,82,192
192,TruJet,1179,207
7314,TestIndigo,13,13
451,Air India,140,1179
8187,SpiceJet,140,140
949,SpiceJet,458,252
191,GoAir,140,998
7351,TestIndigo,1157,192
2305,TestIndigo,82,140
5026,TestIndigo,31,140
845,Vistara,458,82
685,SpiceJet,217,635
6148,TestIndigo,635,192
688,Air India,458,138
106,SpiceJet,120,120
635,SpiceJet,82,13
502,Vistara,116,82
195,GoAir,283,487
2469,AirAsia India,210,82
2652,TestIndigo,120,140
243,SpiceJet,283,13
772,AirAsia India,13,13
478,Air India,102,140
803,Jetlite,82,210
2367,TestIndigo,82,140
6336,TestIndigo,207,131
248,TestIndigo,458,140
311,GoAir,210,82
8145,SpiceJet,635,140
232,GoAir,210,140
6799,TestIndigo,13,102
805,GoAir,13,13
954,SpiceJet,13,635
8955,SpiceJet,140,13
5036,TestIndigo,1019,82
215,TestIndigo,23,13
871,Vistara,140,207
1237,TestIndigo,1148,487
6889,TestIndigo,140,151
590,Air India,13,82
1128,AirAsia India,279,82
782,TestIndigo,120,458
962,SpiceJet,82,635
932,Vistara,13,140
1044,SpiceJet,339,207
2044,TestIndigo,140,140
626,TestIndigo,207,207
712,Vistara,102,82
284,GoAir,487,82
362,SpiceJet,131,458
2381,AirAsia India,120,207
341,GoAir,458,140
2745,SpiceJet,140,252
614,Air India,13,458
548,Air India,131,140
691,Air India,283,138
302,TruJet,237,1170
302,Jetlite,140,458
5341,TestIndigo,120,325
6244,TestIndigo,120,13
995,Vistara,140,458
2163,TestIndigo,82,140
7256,TestIndigo,279,251
6559,TestIndigo,998,458
324,SpiceJet,458,120
843,TestIndigo,140,458
788,GoAir,116,207
826,Air India,998,140
2839,TestIndigo,140,82
388,TestIndigo,82,210
179,TruJet,207,210
180,TruJet,210,207
8158,SpiceJet,458,140
528,Air India,702,82
317,AirAsia India,458,283
8483,SpiceJet,140,1019
604,Jet Airways,702,140
703,SpiceJet,458,207
836,GoAir,82,102
173,GoAir,140,702
136,GoAir,635,140
632,Vistara,1157,140
540,Air India,140,120
8719,SpiceJet,13,82
124,GoAir,82,82
393,GoAir,283,283
7234,TestIndigo,82,102
2806,SpiceJet,954,283
1459,AirAsia India,1179,82
501,TruJet,120,207
959,TestIndigo,140,325
171,Jet Airways,140,192
504,Vistara,207,140
479,TestIndigo,116,325
304,SpiceJet,82,252
412,GoAir,458,13
187,Jet Airways,140,138
6218,TestIndigo,82,131
686,Jetlite,210,702
703,AirAsia India,140,13
610,Jet Airways,283,458
579,TestIndigo,1157,458
576,GoAir,279,82
6372,TestIndigo,283,13
317,SpiceJet,279,458
977,Vistara,140,458
996,Jet Airways,131,120
6973,TestIndigo,192,283
153,GoAir,192,140
602,AirAsia India,217,140
323,GoAir,140,82
6225,TestIndigo,120,1179
795,Vistara,140,730
425,Air India,140,140
8906,SpiceJet,82,140
6335,TestIndigo,487,702
148,TestIndigo,140,140
174,GoAir,702,140
6193,TestIndigo,140,279
107,TruJet,207,1091
643,Vistara,140,998
598,Vistara,102,140
304,AirAsia India,82,82
640,Air India,82,458
955,SpiceJet,635,13
7739,TestIndigo,730,13
526,TestIndigo,82,207
3745,SpiceJet,207,120
409,SpiceJet,140,31
944,SpiceJet,458,134
3454,SpiceJet,13,53
364,Jet Airways,140,31
2988,TestIndigo,82,140
6358,TestIndigo,207,283
6932,SpiceJet,458,138
183,Jet Airways,702,730
351,Jetlite,458,140
472,Air India,1114,140
1427,AirAsia India,217,82
886,TestIndigo,82,207
506,TestIndigo,207,82
538,TestIndigo,101,82
264,TestIndigo,116,101
2454,TestIndigo,730,140
128,GoAir,140,140
8920,SpiceJet,458,140
165,TestIndigo,82,102
1060,SpiceJet,1179,207
597,TestIndigo,120,120
707,Vistara,31,140
186,SpiceJet,13,120
662,SpiceJet,702,13
799,Jet Airways,120,120
865,TestIndigo,207,120
674,Air India,192,102
772,SpiceJet,120,207
306,GoAir,13,210
1315,GoAir,13,1157
6638,TestIndigo,207,217
426,SpiceJet,131,192
1228,AirAsia India,82,13
2943,TestIndigo,82,140
6512,TestIndigo,82,116
7127,TestIndigo,120,1085
2646,SpiceJet,140,217
378,Jet Airways,730,458
362,AirAsia India,82,207
182,GoAir,140,1157
461,GoAir,458,116
437,Air India,140,101
114,Air India,140,31
737,Air India,283,217
650,SpiceJet,140,1179
394,TestIndigo,192,217
6008,TestIndigo,207,120
7639,TestIndigo,207,82
442,SpiceJet,120,688
257,GoAir,192,140
914,Vistara,210,140
618,Jet Airways,283,458
578,AirAsia India,140,283
138,GoAir,116,140
8194,SpiceJet,13,13
748,AirAsia India,140,210
462,Air India,31,140
3478,SpiceJet,1070,82
6017,TestIndigo,207,458
766,Air India,120,131
6223,TestIndigo,458,138
2484,TestIndigo,82,140
266,TestIndigo,82,102
916,TestIndigo,217,207
518,TestIndigo,325,120
381,TestIndigo,120,120
665,Air India,140,458
725,SpiceJet,82,252
372,TestIndigo,31,116
964,SpiceJet,223,998
867,GoAir,207,82
519,TestIndigo,140,325
375,GoAir,207,82
2129,TestIndigo,1019,140
752,AirAsia India,140,210
764,Vistara,151,82
8904,SpiceJet,1179,140
754,AirAsia India,140,207
631,AirAsia India,458,771
2625,TestIndigo,82,140
574,TestIndigo,120,82
593,TestIndigo,116,82
543,Air India,207,140
930,Vistara,458,140
936,Vistara,13,140
625,GoAir,251,207
3557,Jet Airways,635,23
3782,SpiceJet,13,101
706,Jet Airways,13,235
608,SpiceJet,120,120
5303,TestIndigo,458,13
8257,SpiceJet,140,31
253,TestIndigo,120,13
5011,TestIndigo,140,82
5038,TestIndigo,140,210
554,Air India,120,140
647,Vistara,140,116
313,SpiceJet,458,120
379,AirAsia India,207,283
689,Air India,138,458
762,Vistara,283,140
783,GoAir,217,116
166,TestIndigo,13,131
509,TestIndigo,82,140
2789,SpiceJet,53,82
2033,SpiceJet,140,138
3689,SpiceJet,82,1179
566,Air India,325,82
697,Jetlite,458,217
975,Vistara,140,458
1092,SpiceJet,212,207
305,SpiceJet,82,283
6185,TestIndigo,458,279
1761,GoAir,102,102
883,Jet Airways,82,120
656,TestIndigo,140,210
252,TestIndigo,13,131
278,SpiceJet,120,283
352,GoAir,635,458
379,SpiceJet,120,458
162,TestIndigo,13,140
940,GoAir,120,1019
6316,TestIndigo,131,207
6489,TestIndigo,458,140
313,AirAsia India,120,458
719,TruJet,13,270
2168,TestIndigo,140,131
824,Jet Airways,82,31
2873,SpiceJet,458,686
755,TestIndigo,116,120
2193,TestIndigo,192,140
497,TestIndigo,82,207
507,Vistara,140,31
291,TestIndigo,120,82
2901,TestIndigo,140,998
482,AirAsia India,116,140
6956,TestIndigo,283,1179
3719,Air India,283,209
5342,TestIndigo,325,207
