train_no,station_code,seq
97040,KYN,1
12357,KOAA,1
15160,CPR,46
54310,DLI,18
12734,KVZ,17
12878,RNC,15
17405,WL,34
18610,MMR,5
59549,ANND,3
97319,TNA,17
22916,ND,23
17479,BPP,56
19717,AWR,6
22629,TEN,26
40105,TBM,18
16188,KIK,27
15653,RK,35
12765,WHM,21
14631,KNN,17
19022,BVI,22
19403,ADI,1
93017,DRD,2
22928,NVS,10
12436,DPU,22
12453,NDLS,7
12782,PUNE,17
12350,BGP,13
12844,TIG,26
12969,TUP,2
14258,RMU,9
16188,ERN,2
56107,SA,1
11092,BL,8
12957,DEC,9
19202,BMT,28
12237,LKO,5
97419,TNA,17
2732,HYB,29
19107,UHP,19
18006,JDB,1
19313,SJP,4
40008,MS,15
15629,OGL,4
63553,DHN,13
11102,SFY,6
19707,VAPI,5
22967,PPI,13
18612,PTRU,26
97311,DR,8
12669,PPI,15
12764,OGL,13
18204,DURG,21
19407,DEC,13
11091,KJT,21
13201,STA,27
40359,MSB,1
97086,KYN,1
11102,RTM,10
17063,AWB,5
67250,SC,1
12466,SWM,15
12646,GWL,5
14731,FKA,29
16360,TUP,39
69174,VR,8
96106,KYN,7
97018,DR,17
15903,GHY,9
12247,ST,2
12770,GWD,5
19402,PNU,25
22868,NZM,1
40301,TBM,18
64451,SNP,11
12336,PPI,11
12613,MYA,2
12648,ATP,18
98015,PNVL,2
12382,RFJ,14
12410,RIG,35
99005,PNVL,2
22168,AGC,3
15115,HPU,18
16216,RMGM,4
71909,ETW,15
12269,BZA,2
12645,BZA,16
22652,SA,14
22915,ST,4
56224,SBC,29
14265,NGG,38
14317,UJN,3
22430,PNP,14
16184,TJ,1
12237,SLN,3
12647,GWL,24
12245,BZA,4
16021,MYA,22
12731,TPTY,1
18611,BSB,30
22871,CHE,9
76824,TPJ,1
12880,CTC,2
40069,TBM,18
12215,PNU,10
17406,KVZ,53
95120,KJT,1
69140,ST,1
98191,PNVL,2
16360,WL,24
96102,KYN,7
12657,AJJ,2
40050,MSB,18
54634,BNW,34
56262,BNC,2
76851,TPJ,26
82631,TCR,11
22453,HPU,9
12943,CNB,12
12380,JUC,3
54835,RE,21
64017,NDLS,11
12670,BZA,21
19115,BVI,2
12824,NZM,1
19301,YNK,31
22865,PURI,18
64251,ON,10
19708,PNU,20
22430,DLI,17
11092,NVS,9
14866,JU,1
12926,BH,33
19218,BDTS,33
43551,TRT,2
14632,KNN,10
51973,JP,34
12004,ETW,5
13168,CNB,9
97440,DR,10
12724,NGP,7
22959,AKV,4
15630,GHY,1
19707,AKV,8
22928,BL,11
93022,DDR,2
19307,AGC,12
12952,ST,6
13133,PNBE,58
64214,KAP,1
18464,BAM,41
13332,PNBE,1
11053,TNA,2
18241,NGE,24
16501,HUP,24
22817,MYS,21
12236,LKO,4
12335,STA,25
12146,LTT,27
15652,JRC,4
40146,TBM,1
11013,SA,31
12846,KJM,2
11077,MTJ,37
20814,PAR,19
22630,RN,21
55308,KPV,4
1706,JBP,1
16188,TCR,7
22953,ND,23
12549,SDL,7
13319,RNC,20
17480,PURI,73
12801,NDLS,32
12969,WL,12
40419,MSB,1
12547,MSH,11
16094,ORAI,3
64202,LKO,13
16054,AJJ,6
12786,HUP,6
98159,PNVL,2
22110,GWL,3
40150,MSB,2
40354,MSB,2
64260,CNB,3
12958,JP,4
16022,MYS,1
22888,CHE,11
93002,DRD,1
22811,BBS,1
22928,PLG,13
22827,BBS,3
15669,DMV,7
11203,PAR,4
12647,SA,4
15007,GTNR,33
98152,PNVL,1
22828,ST,1
15652,LKO,14
16094,WRR,16
95142,KJT,1
14723,CPA,2
14011,HSX,9
14732,BNN,12
74904,JUC,18
22871,BZA,15
19401,ON,26
3101,CTC,6
59039,BL,18
63552,DHN,1
97106,DR,17
12238,MB,7
12336,PNC,24
12609,MLO,14
18005,RGDA,41
12379,LDH,12
18201,DURG,1
16215,MYA,4
40073,MSB,1
54783,HNS,43
12479,BRC,13
57550,UDGR,37
40079,MS,4
98183,PNVL,2
12973,UJN,3
22911,ASN,31
12004,NDLS,1
12962,ST,15
12646,SA,21
12967,SJP,21
12628,ATP,28
12948,BRC,16
22933,JP,15
12462,JP,7
51421,RRI,22
19224,MEX,17
18645,HWH,1
22803,HWH,1
54804,PNU,18
13133,BGP,29
16094,CLX,37
98044,PNVL,1
22956,ADI,11
15930,MS,50
40123,TBM,18
7410,TPTY,1
12905,HWH,30
15659,AGTL,40
54622,PTK,1
56664,TCR,22
95746,KYN,1
6006,PGT,5
12224,CLT,2
22971,BL,4
12629,MMR,10
15012,AMRO,15
18202,BSB,9
54803,JU,1
13050,SAN,31
15054,GTNR,3
12712,BPP,11
12969,RMA,35
19055,MSH,10
54086,DEE,17
59039,PLG,5
18215,DURG,1
40094,TBM,1
51754,MYR,25
97118,TNA,8
12632,TEN,1
22643,BBS,22
12027,MAS,1
12707,YA,4
12863,BPP,22
22944,BRC,9
19027,ST,4
69101,BRC,1
97388,DR,10
14732,KKP,5
54076,RMU,22
13201,TNA,66
13331,BARH,17
12926,DRD,38
15959,NLV,35
17604,GWD,15
99011,PNVL,2
19314,INDB,17
97337,DR,8
59045,VR,6
12025,PUNE,1
12527,KPV,2
40314,MSB,2
14731,TRR,10
40062,MSB,18
97126,KYN,1
14732,SMK,24
12190,AGC,7
12910,BRC,6
19020,VR,90
74004,DEC,15
12055,MTC,3
14661,JU,1
14806,ANND,20
93105,PLG,5
13049,RPR,44
22888,BZA,7
12461,DEC,2
18212,DURG,15
22880,BAM,17
12163,AD,13
16517,SBC,1
95701,KYN,7
95708,KYN,1
12303,HWH,1
12223,RN,2
40115,TBM,18
97081,DR,8
12905,ADI,8
11035,SLI,8
95127,KYN,1
40138,MSB,6
55306,RMR,1
97019,TNA,17
19422,ANND,26
12350,PNBE,5
12655,ANND,3
19045,AN,7
11125,GWL,11
12317,KOAA,1
12629,YPR,1
15930,DMV,8
12678,SBC,14
57690,NZB,16
16507,MSH,11
40402,TBM,1
12656,ANND,39
97362,DR,10
22626,SBC,1
11101,RTM,14
12713,WL,7
63226,PWS,37
54056,DSA,2
12424,KNE,10
40057,MSB,1
11265,ABKP,14
14257,RMU,24
12769,ATP,9
13134,SGG,50
13202,PPI,26
15159,DURG,50
19056,ADI,11
19322,ORAI,10
59046,BVI,21
64082,PWL,11
12308,ALD,15
19322,UJN,15
40409,MS,4
74903,MEX,12
11101,SFY,18
12227,RTM,3
12833,MKU,20
16093,LAR,43
95913,DR,3
18609,KYN,28
18425,TIG,19
53497,JMP,18
69113,ADI,20
11053,STA,9
73916,JMP,1
97363,TNA,17
15660,SDAH,40
18216,GSP,3
15098,JMP,29
95733,DR,3
11077,JRC,58
12335,TNA,38
22943,PUNE,1
15601,ALD,12
97110,KYN,1
7429,TPTY,11
12237,JRC,11
12612,GWL,3
22412,LKO,3
16570,YPR,15
12766,ATP,18
40357,MS,4
12165,LTT,1
22608,PGT,10
7149,EE,8
16528,YPR,18
54603,LDH,29
54471,MTC,13
18203,STA,13
19263,ADI,11
15960,DMV,13
22955,ADI,12
12265,JAT,3
12655,ST,6
2731,BHL,25
51901,MTJ,9
15205,JBP,28
19421,BXR,26
20903,BSB,11
12514,BBS,20
22818,BAM,15
22941,LDH,13
12145,NGP,8
22149,PNVL,17
22957,VRL,16
64910,DSB,5
73429,SGG,5
11102,SVPI,2
15666,DMV,1
66049,NG,5
12872,BLGR,3
13063,GRMP,11
12765,KRY,5
14512,MTC,6
15651,JRC,40
97339,TNA,17
22137,ADI,14
22888,CTC,16
95737,DR,3
12513,HWH,18
17405,BG,42
40328,MSB,2
12004,CNB,6
12332,PNBE,21
95117,KYN,1
98184,PNVL,1
22915,JU,21
40119,MSB,1
14041,DEE,1
14806,ST,23
57271,EE,9
13005,RMU,40
13404,ASN,19
14732,DLI,29
40061,TBM,18
14164,MTC,1
14310,FDB,10
51753,UMR,12
97327,TNA,17
11071,RV,13
22688,CDG,1
97071,KYN,24
99017,PNVL,2
6547,ERS,14
12229,RMU,5
18205,ALD,14
12926,ST,34
11072,PC,32
12894,DNKL,13
12166,KYN,14
16517,MYS,6
40158,MSB,2
12304,JMU,17
16516,YPR,22
40126,MSB,2
93014,VR,2
12980,JP,1
40310,TBM,1
12708,GWD,13
12684,KJM,3
15206,STA,7
15665,GHY,1
40017,MS,4
54416,RE,1
15959,HWH,1
97039,DR,8
12270,MAS,7
12656,ST,36
22942,LDH,4
59024,PAD,3
19015,JAM,56
56386,ERS,9
12366,RNC,1
43556,TRT,1
97044,KYN,1
22934,BRC,10
74912,HSX,7
54634,LDH,1
12823,NZM,12
19026,ST,21
22915,BH,5
99039,TNA,1
40154,TBM,1
13131,JMU,15
40311,TBM,18
16360,ALY,7
22126,NGP,10
64557,MTC,13
12129,NGP,14
15008,LJN,1
19046,ST,35
22644,TCR,40
22920,BSR,4
22912,MYR,21
54411,ANVR,25
17480,AKP,39
19201,WADI,4
11017,WADI,8
14732,PNP,23
15660,NLV,11
19402,ON,2
40132,TBM,1
12653,LLI,10
12675,SA,8
14035,DLI,1
11206,LTT,20
12656,MAS,1
14854,JP,11
64094,DSJ,9
15645,PNC,24
22943,UJN,15
40116,TBM,1
12335,DURE,19
12904,LDH,6
22691,SBC,1
12943,NDB,3
16854,MS,19
19713,SC,31
13049,PNC,37
12382,SSM,11
79432,MSH,1
54421,DLI,1
13152,RDL,51
97026,DR,17
95723,TNA,5
19027,ANND,6
40334,TBM,1
40398,TBM,1
22122,LTT,11
95710,KYN,1
18409,HWH,1
12194,MBNR,13
12359,PNBE,13
22109,AGC,8
22692,AGC,2
22451,NNL,17
12159,JBP,20
17019,HYB,34
11073,WADI,6
12915,PNU,5
40371,MS,4
54417,DLI,1
25657,KNE,16
95113,KJT,9
97123,DR,1
12136,PUNE,18
19326,INDB,24
5631,GHY,1
22872,OGL,4
12230,LKO,9
17016,TUNI,19
59425,PNU,38
19419,AJJ,2
12655,MAS,41
12107,CNB,10
6006,MAS,14
93034,PLG,5
97136,KYN,1
12711,OGL,6
64018,DKZ,4
64953,AGC,1
12144,ORAI,6
12684,TUP,8
12948,AF,9
16359,BSB,40
40377,MS,4
12033,CNB,1
56264,MAD,9
15651,RK,35
19108,JU,17
22949,VAPI,3
12540,NGP,10
64017,DKZ,13
22686,NDLS,4
19022,LJN,1
40341,TBM,18
40411,MS,4
40417,MSB,1
12302,ALD,3
22881,BBS,14
54621,JUC,1
14266,NGG,13
18312,SSM,8
22126,GWL,7
12433,MAS,1
12618,CAN,35
16517,CAN,20
16187,CBE,17
15056,SRNK,13
12670,BSB,4
12678,TCR,3
67260,BZA,27
2732,WHM,18
14257,NDLS,32
16094,MAS,46
22608,PTJ,9
54473,MDNR,15
12214,SC,4
12618,TCR,46
40051,MS,4
11096,ADI,16
73913,JMP,2
12306,ALD,3
12547,AF,1
18201,UMR,9
59440,DRD,56
74838,JU,39
12956,JP,1
40081,MSB,1
97352,TNA,1
97320,TNA,1
12193,KCG,9
12206,RK,3
12802,ALD,4
12103,PUNE,1
19402,CPA,4
59045,BDTS,1
98126,PNVL,1
12307,HWH,1
15007,SWA,21
6002,TPJ,9
54813,BME,24
20813,BBS,4
12335,LTT,39
12903,BRC,4
97006,KYN,1
98197,PNVL,2
12628,GWL,4
19020,BDTS,92
12925,ASR,42
15111,RSR,6
22868,SDL,10
22643,PNBE,44
22933,BDTS,1
97045,TNA,10
12165,TNA,2
12238,JAT,1
12648,SA,25
19062,BRC,23
12764,CLX,12
40039,TBM,18
64201,CNB,13
12152,DURG,13
16024,YPR,1
12292,KJM,6
22968,BRC,17
64210,LKO,13
64216,KAP,1
14257,BSB,1
15631,CNB,15
22182,MTJ,2
56108,SA,7
56268,ASK,21
11098,KZE,10
14865,NBI,18
12281,CNB,5
12703,HWH,1
12192,MTJ,22
40353,MS,4
16229,AD,12
20813,RIG,14
19326,MTJ,14
54472,PRI,8
56262,SBC,1
97338,DR,10
22681,MAS,12
54612,PTK,1
12669,NGP,11
22860,PURI,21
13134,SNT,76
15904,DMV,30
19025,SEG,17
2732,RTM,9
18216,GWL,14
22663,NLR,3
12914,INDB,14
22914,PNBE,1
17480,PAP,35
18213,SDL,7
13010,SEO,10
51909,DSA,2
97050,KYN,1
12301,NDLS,8
19168,CNB,15
40041,MSB,1
97088,TNA,8
12843,ST,38
22451,MSH,8
43554,TRT,1
12824,SDL,6
96110,KYN,7
51882,AGC,1
19716,NBI,12
59440,ANND,11
12318,PNC,16
12786,YNK,3
16023,YPR,10
22387,ASN,11
40131,MS,4
12160,SGP,8
64084,PWL,11
15653,MTR,18
12631,TPJ,8
40375,MS,4
16093,KVZ,7
12101,DURG,8
12724,SC,15
40332,TBM,1
69129,ND,4
99025,PNVL,2
69168,PNVL,11
12975,NGP,23
14318,UJN,28
40032,MSB,18
73430,BGP,14
12419,ETW,8
22878,BBS,19
11060,KYN,22
12077,KVZ,5
12906,DURG,12
57549,UDGR,21
13201,LTT,67
17479,VKI,69
74918,HSX,7
16204,NG,5
66050,AJJ,12
12017,NDLS,1
12916,MSH,18
11013,ATP,20
98193,PNVL,2
43552,TRT,1
97113,TNA,17
11071,KYN,3
12240,JP,1
19302,YPR,1
93109,PLG,5
64260,LJN,15
74023,DLI,1
18406,NGP,14
59039,PAD,16
93003,VR,1
40099,MS,4
69147,GDA,13
18304,SBP,16
15159,UMR,33
17015,BBS,1
19215,BCT,1
69130,ND,10
19061,RTM,9
12493,BSR,4
22818,BZA,9
12843,ANND,41
16022,BNC,9
12627,MMR,23
15929,DPU,43
99002,TNA,2
97437,TNA,17
1705,PPI,12
18464,CHE,36
40301,MS,4
22443,GDA,16
12033,NDLS,5
14645,DLI,1
19314,LKO,7
93023,VR,1
12103,ORAI,11
12980,BDTS,17
22150,CAN,12
16105,TMV,5
59440,ST,33
14055,BXR,51
97104,TNA,8
16527,CAN,18
12317,SLN,12
64260,AMS,13
64958,MTJ,11
11017,AJJ,18
15629,ASN,19
12975,ATP,7
15646,PNC,23
54634,HSR,29
98000,PNVL,1
19167,LKO,45
18447,JDB,41
22136,REWA,1
40008,TBM,1
13009,SSM,27
12121,NZM,7
22388,DHN,1
57690,KCG,1
19202,BRC,11
22150,TCR,17
57272,VBL,9
76803,LLI,1
12863,BBS,8
17019,BHL,7
22909,UJN,6
97023,TNA,10
51402,PUNE,34
11074,AD,8
22888,BAM,13
18425,BBS,3
12331,JMU,7
12617,PNVL,31
12013,LDH,4
12226,AMH,15
11036,ASK,5
12266,JAT,1
56653,CLT,1
12550,DSJ,6
22686,NZM,5
22818,CTC,18
97343,DR,8
16517,RMGM,3
54603,HSR,1
98205,PNVL,2
14042,DLI,19
59306,UJN,1
19314,SLN,6
19419,WADI,15
19420,VAPI,6
40075,MSB,1
7146,CLX,7
12961,BCT,1
43806,MSB,15
12252,BYT,6
12612,NGP,6
12721,PAR,23
12281,NDLS,6
12676,SA,4
22122,TNA,10
22181,MTJ,14
11073,AJJ,16
12317,LKO,13
74644,JUC,11
12177,ASN,4
15055,KPV,20
40105,MS,4
15647,SGG,38
22880,BZA,6
16021,MAS,1
11078,MRA,34
12411,ASR,9
12656,CLX,7
40400,TBM,1
18205,SLN,16
22664,NLR,25
12018,SRE,4
97069,DR,8
12723,MTJ,15
66602,TUP,9
97420,TNA,1
17016,AKP,21
54252,RMU,34
19061,BVI,2
59024,BL,1
22643,BQA,31
12263,PUNE,1
54654,UHP,1
98076,PNVL,1
22429,ASR,10
22943,KYN,5
74647,JUC,8
12028,SBC,1
12229,NDLS,9
12801,CTC,4
15097,SRE,24
54416,GGN,11
95132,KJT,1
12840,TDD,10
95745,KYN,9
12331,JRC,29
40104,MSB,2
11088,BRC,13
12301,CNB,7
12656,WRR,18
13288,BARH,7
17014,PUNE,15
12679,MAS,1
12655,WRR,24
16791,OTP,28
19401,CPA,24
15653,LKO,30
40124,TBM,1
12420,LKO,16
74001,PM,5
13287,JMU,39
12283,CLT,2
12269,NZM,7
12645,NZM,29
18646,BBS,41
59442,ADI,1
69108,ND,10
22871,BAM,5
12872,SBP,8
12031,JUC,6
54251,MB,45
95735,TNA,5
19308,SVPI,11
56504,HUP,66
57625,WL,16
59024,PLG,14
22883,HUP,25
97427,DR,8
69137,ANND,8
12176,SSM,21
97062,KYN,1
13287,BYT,5
14055,LKA,11
19168,RTM,48
40069,MS,4
12352,JMU,14
19168,BSB,1
97305,DR,8
95727,TNA,7
2731,HYB,1
12845,NLR,12
69106,ND,10
12679,CBF,11
19168,SFY,42
54313,MB,9
64910,OKA,10
19311,BSR,7
56222,SBC,14
12655,CLX,35
13005,BSB,24
17480,TUNI,37
19325,MTC,15
12879,TNA,2
14682,KNN,6
19019,NZM,79
54411,MUT,37
11204,UJN,16
97141,DR,1
11078,SMK,23
12936,VR,7
22811,BQA,7
11108,BSB,1
15653,JRC,40
22429,PTK,15
95725,KYN,7
9005,NDLS,4
22454,AMRO,3
22880,CHE,13
66033,NLR,16
97377,DR,8
12925,NDLS,27
12416,SWM,9
40316,TBM,1
64080,PWL,11
98010,PNVL,1
51402,LONI,31
64559,MUT,14
12479,MSH,10
16360,ALD,8
64558,MDNR,19
54471,DLI,1
15960,NLV,22
22904,BVI,7
12724,GWL,4
15930,TBM,51
25658,GHY,5
40123,MS,4
12420,FZD,7
14853,JU,36
15097,JAT,31
19422,UJN,21
6548,PGT,5
12331,SLN,19
22444,CPA,21
97406,DR,10
12833,ADI,1
12916,UJA,17
63220,RPR,1
12627,AGC,33
12939,BSR,4
56651,TIR,14
12332,LDH,6
97014,KYN,1
12004,LJN,7
59023,PLG,7
12769,SC,17
16359,BZA,19
19224,NOK,42
12419,CNB,3
12469,JRC,12
12947,ANND,3
14724,BNW,1
15054,CPR,13
95736,DR,11
18405,DNKL,5
19033,AKV,14
12823,SDL,7
22453,MB,7
22914,BDTS,13
12917,MTJ,9
12928,BVI,5
40079,TBM,18
12925,RTM,14
13006,ASN,52
63226,BXR,19
15646,PPI,36
12018,DDN,1
16508,KJT,22
97030,KYN,1
22916,PNU,18
56657,CLT,1
12843,BH,39
22817,HWH,1
13331,DHN,1
19055,BRC,5
97331,DR,8
56651,CLT,21
13330,PNBE,1
22827,TIG,10
40092,MSB,2
54601,ASR,38
18202,SDL,19
18464,BZA,23
19019,BVI,2
99007,TNA,1
12681,MAS,1
64018,NDLS,6
66612,PGT,28
67264,HYB,1
97114,KYN,1
12383,SDAH,1
22149,PUNE,18
19016,PBR,1
40358,MSB,2
97102,TNA,8
4992,JAT,1
12759,KVZ,6
22630,UD,15
95125,KYN,1
97094,KYN,1
12955,BVI,2
19717,CDG,17
12603,HYB,22
37652,MYM,1
98171,PNVL,2
17019,RTM,11
12331,LKO,21
76822,TPJ,1
22685,NZM,14
59023,BL,20
19224,JU,49
16106,TCN,1
12459,KUN,4
22616,SA,4
95905,DR,2
12033,ETW,2
16516,KAWR,1
19419,YG,14
56242,SA,22
22943,ST,8
54341,PRI,12
19404,MSH,18
40357,TBM,18
18303,DNKL,11
97442,DR,10
14036,JRC,5
99028,PNVL,1
16183,PRT,8
19408,RE,11
97133,TNA,17
12143,ORAI,9
12763,KMT,12
16216,SBC,1
54423,SSB,5
58413,PURI,42
19308,NZM,5
56106,SA,7
64557,DLI,1
12934,ND,2
74025,DLI,1
13319,DGHR,1
12979,PLG,4
15632,PNC,16
56762,TCN,1
59040,DRD,7
95716,DR,12
15115,MB,16
12221,HWH,8
19714,SWM,28
14056,GHY,44
12926,KNN,7
15116,DLI,1
16507,BRC,15
17480,KVZ,9
40409,TBM,18
12298,BSR,3
40115,MS,4
12646,NGP,11
12135,PUNE,1
58411,BAM,27
12215,ND,13
12711,CLX,5
18449,ASN,16
22877,BBS,6
12357,LKO,9
54805,PNU,20
12179,FZD,11
12833,HWH,63
12629,TK,2
18205,BYT,5
20813,JP,38
54836,RE,1
12355,RJPB,1
12501,GHY,1
40056,MSB,18
12953,MTJ,12
15652,RK,9
64958,PWL,1
12647,NGP,18
12979,BL,6
66039,AJJ,1
97053,KYN,24
16176,TMV,12
19708,ND,28
64552,LDH,19
12107,LJN,11
12392,DURE,16
97112,DR,17
98113,PNVL,2
12785,BNCE,15
16204,TRT,6
12304,ALD,6
64095,SSB,18
97146,DR,17
13133,ZNA,79
40029,MSB,1
19035,ANND,4
19408,AWR,12
19019,RTM,37
40130,MSB,2
12647,ATP,11
16094,OGL,38
7603,GWD,4
15653,BTH,22
40017,TBM,18
40352,MSB,2
95906,TNA,1
19046,RV,26
22903,ST,3
99004,TNA,2
11078,PNP,22
12934,BL,7
12284,PNVL,6
12648,GWL,5
12670,KMT,20
12955,RTM,8
19264,JAM,28
40388,MSB,2
12962,UJN,3
43804,MSB,9
12334,BSB,4
12380,DHN,10
19016,VAPI,50
22685,NDLS,15
12733,KVZ,7
54612,ASR,17
604,ASR,3
40061,MS,4
64091,SSB,14
11087,BRC,13
12514,KNE,8
12925,BVI,3
12618,MRA,5
54412,DSB,18
74835,HSR,49
11072,BHS,19
18463,ATP,38
66611,ERN,27
12906,BRC,21
13162,KOAA,12
12392,RGD,33
15960,HWH,56
22629,DR,1
12956,BCT,19
13165,KOAA,1
22135,PAR,4
13162,BLGT,1
97316,TNA,1
15959,DMV,44
95144,KJT,1
98180,PNVL,1
11204,PAR,25
12925,NZM,26
19215,VR,5
51974,MTJ,34
40134,MSB,2
12864,NLR,11
64003,ANDI,3
7146,KCG,16
12381,HWH,1
12921,BCT,1
12419,NDLS,16
12617,KYN,32
18405,NDB,35
12335,JMP,4
19062,KPV,2
14806,PUNE,28
69128,ADI,1
97128,TNA,8
16216,MYS,10
11053,LTT,1
12286,NZM,1
19218,VR,30
12621,AGC,10
13131,KOAA,1
95731,DR,2
11035,MYS,27
18410,SORO,10
98092,PNVL,1
12235,MB,25
97418,TNA,1
1706,BDTS,14
12253,YPR,1
18204,UMR,12
57561,AWB,78
11022,STR,35
54251,TLH,24
12165,STA,12
40340,MSB,2
12160,PAR,12
54086,DEC,15
40141,MSB,1
97076,DR,17
14863,LKO,6
40361,MSB,1
12909,BDTS,1
58405,CTC,1
97084,KYN,1
11077,KUN,48
14258,BSB,34
40009,MSB,1
97070,DR,17
19302,SJP,27
24228,ON,2
40382,MSB,2
56605,TCR,20
99018,TNA,2
12416,SGZ,14
96116,KJT,1
40377,TBM,18
22629,KRR,21
95720,DR,12
12924,INDB,12
54792,MTJ,34
15055,AF,1
64910,FDB,12
14056,DBRG,61
97324,TNA,1
25014,KPV,2
12392,SILO,32
16792,PUU,29
22879,OGL,17
13010,ASN,70
40371,TBM,18
12683,OTP,4
74004,DEE,17
19308,SFY,15
97036,DR,17
12010,ND,2
12327,SLN,14
12678,BNC,13
12834,NDB,52
19413,PUS,31
16854,TBM,18
19708,NVS,34
12842,HWH,17
12721,WRR,15
12985,JP,1
14863,SLN,4
19421,SJP,10
12918,MTJ,2
22626,BNC,2
14258,NDLS,1
6547,CBE,8
22136,JBP,5
2732,BHL,5
16853,TPJ,19
12893,BBS,1
19016,AKV,36
22137,MKU,5
95728,TNA,8
12238,SRE,6
12957,NDLS,10
19578,CAN,18
12704,SC,1
19578,ADI,5
66611,TCR,13
11054,KYN,15
12240,BCT,5
12829,EE,9
13005,ASR,57
64096,NZM,14
12933,BVI,2
59440,BH,22
59811,SNAR,27
13009,RFJ,21
14211,AGC,1
19407,BSB,21
20814,JU,1
22411,CPR,11
11092,BSR,6
15011,LJN,1
40311,MS,4
97129,KYN,24
19115,DDR,1
12242,JUC,3
12327,LKO,16
22452,DEC,5
57625,BG,6
12970,CBE,39
97132,DR,17
12435,MB,25
15007,LRD,11
19578,TCR,21
12880,DNKL,3
19308,NDLS,4
22912,INDB,34
12839,HWH,1
15934,DMV,33
16022,RMGM,6
64212,LKO,13
69150,VR,42
53044,BGP,35
97358,TNA,1
12251,YPR,1
14863,ETW,9
22190,STA,2
18645,SC,58
51909,DLI,1
12969,SEH,27
55305,RMR,7
57651,RAL,40
68750,SDL,25
19311,KJT,4
97034,KYN,1
11021,KYN,2
12025,BMT,7
19215,BSR,4
19708,BDTS,39
19314,CNB,8
98093,PNVL,2
40030,MSB,18
12723,NZM,17
13064,HWH,12
20813,SBP,11
12611,BZA,4
19167,CNB,43
18645,ZN,55
12376,RGDA,13
64202,AMS,11
16507,PUNE,26
12640,KJM,3
14257,LKO,16
16569,KCG,15
12179,CNB,3
16557,SBC,9
55322,MB,7
19215,PAD,16
12527,CDG,11
12077,MAS,1
12215,BDTS,18
12975,MBNR,12
22454,LJN,10
97124,KYN,1
40397,MS,4
54834,BNW,6
11407,MMR,5
12816,SSM,8
13072,JMP,1
19061,MTJ,17
19713,SWM,4
12216,DEC,17
74023,DSA,2
12228,BCT,5
13050,CH,23
19025,NN,15
12708,NZM,1
13009,TLH,62
16093,MAS,1
97093,KYN,24
40319,MS,4
53043,JMP,59
64566,SEO,24
69149,ST,31
12821,BBS,13
22991,VRL,12
12438,NGP,4
13166,KOAA,15
18646,EE,11
57562,PTU,21
12910,ST,7
64080,NZM,4
67297,CLX,11
12334,ALY,1
99038,PNVL,1
18405,AN,34
74901,MEX,12
12974,SWM,3
11022,ASK,17
12336,LTT,1
99016,PNVL,1
11095,SVJR,16
12628,GY,27
12902,DDR,13
19578,JAM,1
19019,PWL,73
12045,CDG,4
40018,MSB,18
12645,MTJ,28
12167,STA,10
22664,ADI,10
15601,NDLS,14
12375,MAS,1
96103,KYN,1
12469,CNB,1
12680,AJJ,10
12954,SWM,3
37658,MYM,1
95724,KYN,1
12357,ASR,15
12901,BVI,3
12925,RMA,17
14055,KNE,35
19264,ADI,22
12627,HUP,4
22125,NGP,1
40040,TBM,1
69150,PAD,26
74676,ASR,16
12769,GY,10
54472,RK,14
12192,NDLS,24
12360,PNBE,1
25036,RMR,1
12056,NDLS,10
97301,TNA,17
14865,IDH,15
69174,PLG,4
95734,TNA,3
97080,DR,17
18304,BBS,3
22944,ST,10
97075,DR,8
19027,BRC,5
95729,DR,1
14036,PTK,1
22949,DEC,26
97121,TNA,10
9003,BDTS,1
12419,FZD,10
12603,MRGA,19
13345,BSB,1
99008,PNVL,1
22210,BRC,4
22451,BH,4
12684,OTP,11
12863,EE,19
19019,MUT,86
12379,JUC,13
12877,SSM,10
15646,DURE,27
16204,PUT,3
64093,NZM,1
99031,PNVL,2
40307,MSB,1
54085,RE,18
74847,MHRG,7
12677,CBE,10
7430,TPTY,1
12840,CTC,30
22883,YPR,27
20904,JBP,5
40312,MS,5
22118,AMI,1
22121,KYN,3
13072,HWH,21
16094,KVZ,40
40155,MS,4
12129,MKU,9
12043,SAG,5
97326,DR,10
54309,RE,18
12420,CNB,14
14317,MDNR,23
14795,BNW,1
14866,AF,21
12291,YPR,1
14681,MTC,4
11101,VAPI,7
97078,TNA,8
12294,STA,2
12479,ST,15
40118,MSB,2
22644,SA,35
12191,LAR,10
12763,WL,16
16105,TPJ,14
40393,MS,4
22181,NZM,15
12962,BRC,12
5632,GHY,10
19224,UJA,57
53043,HWH,1
74918,JRC,2
12975,BNC,4
51701,JBP,1
57602,KCG,21
64211,ON,10
14036,BGZ,16
11097,SLI,4
12733,OGL,9
13332,DHN,22
12834,AN,49
55135,AMH,1
16508,YPR,2
40147,TBM,18
14807,JP,1
56035,TEN,12
20813,SJP,31
14805,AKV,17
12513,SC,1
97373,DR,8
12227,INDB,5
22914,BL,11
55679,AGTL,1
19224,FDK,29
11013,BNC,27
22451,GGN,19
12840,BZA,8
19223,ADI,1
22402,JAT,2
40106,TBM,1
12904,JUC,3
12969,AJJ,7
12230,RMU,5
12466,LKE,17
19020,SRE,9
51908,SRE,1
40326,MSB,2
54805,JP,86
56263,MAD,9
95712,KYN,1
22138,NDB,7
12969,BZA,11
12317,BSB,11
22451,CDG,24
16359,ALD,37
