flight_number,airline,origin_cityname,destination_cityname
5015,TestIndigo,Agartala,Delhi
5015,TestIndigo,Agartala,Delhi
5532,TestIndigo,Goa,Delhi
5532,TestIndigo,Goa,Delhi
724,TestIndigo,Goa,Delhi
724,TestIndigo,Goa,Delhi
6386,TestIndigo,Goa,Delhi
6386,TestIndigo,Goa,Delhi
336,TestIndigo,Goa,Delhi
6386,TestIndigo,Goa,Delhi
336,TestIndigo,Goa,Delhi
336,TestIndigo,Goa,Delhi
724,TestIndigo,Goa,Delhi
724,TestIndigo,Goa,Delhi
724,TestIndigo,Goa,Delhi
724,TestIndigo,Goa,Delhi
6386,TestIndigo,Goa,Delhi
6386,TestIndigo,Goa,Delhi
6324,TestIndigo,Kolkata,Delhi
6324,TestIndigo,Kolkata,Delhi
854,TestIndigo,Kolkata,Delhi
6616,TestIndigo,Kolkata,Delhi
6616,TestIndigo,Kolkata,Delhi
2075,TestIndigo,Kolkata,Delhi
262,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
474,TestIndigo,Kolkata,Delhi
5324,TestIndigo,Kolkata,Delhi
854,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
224,TestIndigo,Kolkata,Delhi
474,TestIndigo,Kolkata,Delhi
474,TestIndigo,Kolkata,Delhi
6324,TestIndigo,Kolkata,Delhi
854,TestIndigo,Kolkata,Delhi
898,TestIndigo,Kolkata,Delhi
898,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
224,TestIndigo,Kolkata,Delhi
224,TestIndigo,Kolkata,Delhi
224,TestIndigo,Kolkata,Delhi
2127,TestIndigo,Kolkata,Delhi
2127,TestIndigo,Kolkata,Delhi
474,TestIndigo,Kolkata,Delhi
6324,TestIndigo,Kolkata,Delhi
854,TestIndigo,Kolkata,Delhi
854,TestIndigo,Kolkata,Delhi
898,TestIndigo,Kolkata,Delhi
898,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
476,TestIndigo,Kolkata,Delhi
2039,TestIndigo,Srinagar,Delhi
2559,TestIndigo,Srinagar,Delhi
2124,TestIndigo,Srinagar,Delhi
2554,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2694,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2197,TestIndigo,Srinagar,Delhi
2034,TestIndigo,Mangalore,Delhi
915,TestIndigo,Hyderabad,Varanasi
915,TestIndigo,Hyderabad,Varanasi
5015,TestIndigo,Mumbai,Varanasi
5015,TestIndigo,Mumbai,Varanasi
5015,TestIndigo,Mumbai,Varanasi
578,TestIndigo,Mumbai,Varanasi
578,TestIndigo,Mumbai,Varanasi
578,TestIndigo,Mumbai,Varanasi
438,TestIndigo,Mumbai,Varanasi
113,TestIndigo,Bengaluru,Varanasi
897,TestIndigo,Bengaluru,Varanasi
349,TestIndigo,Kolkata,Varanasi
428,TestIndigo,Kolkata,Varanasi
713,TestIndigo,Kolkata,Varanasi
713,TestIndigo,Kolkata,Varanasi
713,TestIndigo,Kolkata,Varanasi
2841,TestIndigo,Delhi,Bhubaneswar
2701,TestIndigo,Delhi,Bhubaneswar
2841,TestIndigo,Delhi,Bhubaneswar
2214,TestIndigo,Delhi,Bhubaneswar
2019,TestIndigo,Delhi,Bhubaneswar
2095,TestIndigo,Delhi,Bhubaneswar
1235,TestIndigo,Nagpur,Bhubaneswar
582,TestIndigo,Kochi,Bhubaneswar
582,TestIndigo,Kochi,Bhubaneswar
6848,TestIndigo,Mumbai,Bhubaneswar
6848,TestIndigo,Mumbai,Bhubaneswar
6848,TestIndigo,Mumbai,Bhubaneswar
6848,TestIndigo,Mumbai,Bhubaneswar
6848,TestIndigo,Mumbai,Bhubaneswar
6597,TestIndigo,Mumbai,Bhubaneswar
935,TestIndigo,Ahmedabad,Bhubaneswar
953,TestIndigo,Ahmedabad,Bhubaneswar
443,TestIndigo,Bengaluru,Bhubaneswar
411,TestIndigo,Bengaluru,Bhubaneswar
919,TestIndigo,Bengaluru,Bhubaneswar
919,TestIndigo,Bengaluru,Bhubaneswar
411,TestIndigo,Bengaluru,Bhubaneswar
411,TestIndigo,Bengaluru,Bhubaneswar
6131,TestIndigo,Guwahati,Bhubaneswar
789,TestIndigo,Chennai,Bhubaneswar
193,TestIndigo,Chennai,Bhubaneswar
193,TestIndigo,Chennai,Bhubaneswar
193,TestIndigo,Chennai,Bhubaneswar
193,TestIndigo,Chennai,Bhubaneswar
193,TestIndigo,Chennai,Bhubaneswar
193,TestIndigo,Chennai,Bhubaneswar
456,TestIndigo,Kolkata,Bhubaneswar
456,TestIndigo,Kolkata,Bhubaneswar
868,TestIndigo,Kolkata,Bhubaneswar
775,TestIndigo,Kolkata,Bhubaneswar
745,TestIndigo,Kolkata,Bhubaneswar
375,TestIndigo,Kolkata,Bhubaneswar
7233,TestIndigo,Kolkata,Bhubaneswar
7233,TestIndigo,Kolkata,Bhubaneswar
775,TestIndigo,Kolkata,Bhubaneswar
745,TestIndigo,Kolkata,Bhubaneswar
375,TestIndigo,Kolkata,Bhubaneswar
6869,TestIndigo,Kolkata,Bhubaneswar
745,TestIndigo,Kolkata,Bhubaneswar
775,TestIndigo,Kolkata,Bhubaneswar
775,TestIndigo,Kolkata,Bhubaneswar
7247,TestIndigo,Hyderabad,Calicut
7174,TestIndigo,Hyderabad,Calicut
7159,TestIndigo,Kochi,Calicut
129,TestIndigo,Mumbai,Calicut
129,TestIndigo,Mumbai,Calicut
7176,TestIndigo,Bengaluru,Calicut
7127,TestIndigo,Chennai,Calicut
7228,TestIndigo,Chennai,Calicut
7127,TestIndigo,Chennai,Calicut
7189,TestIndigo,Chennai,Calicut
7127,TestIndigo,Chennai,Calicut
7136,TestIndigo,Hyderabad,Nagpur
7136,TestIndigo,Hyderabad,Nagpur
774,TestIndigo,Delhi,Nagpur
494,TestIndigo,Delhi,Nagpur
135,TestIndigo,Delhi,Nagpur
221,TestIndigo,Delhi,Nagpur
774,TestIndigo,Delhi,Nagpur
5325,TestIndigo,Mumbai,Nagpur
5325,TestIndigo,Mumbai,Nagpur
431,TestIndigo,Mumbai,Nagpur
5377,TestIndigo,Mumbai,Nagpur
6073,TestIndigo,Mumbai,Nagpur
482,TestIndigo,Mumbai,Nagpur
403,TestIndigo,Mumbai,Nagpur
509,TestIndigo,Bengaluru,Nagpur
356,TestIndigo,Bengaluru,Nagpur
356,TestIndigo,Bengaluru,Nagpur
427,TestIndigo,Bengaluru,Nagpur
824,TestIndigo,Bengaluru,Nagpur
912,TestIndigo,Bengaluru,Nagpur
509,TestIndigo,Bengaluru,Nagpur
312,TestIndigo,Bengaluru,Nagpur
356,TestIndigo,Bengaluru,Nagpur
6912,TestIndigo,Bengaluru,Nagpur
6912,TestIndigo,Bengaluru,Nagpur
382,TestIndigo,Indore,Nagpur
436,TestIndigo,Indore,Nagpur
6279,TestIndigo,Pune,Nagpur
147,TestIndigo,Pune,Nagpur
134,TestIndigo,Pune,Nagpur
134,TestIndigo,Pune,Nagpur
202,TestIndigo,Pune,Nagpur
284,TestIndigo,Pune,Nagpur
284,TestIndigo,Pune,Nagpur
284,TestIndigo,Pune,Nagpur
887,TestIndigo,Chennai,Nagpur
305,TestIndigo,Chennai,Nagpur
404,TestIndigo,Kolkata,Nagpur
975,TestIndigo,Kolkata,Nagpur
663,TestIndigo,Kolkata,Nagpur
404,TestIndigo,Kolkata,Nagpur
209,TestIndigo,Kolkata,Nagpur
404,TestIndigo,Kolkata,Nagpur
404,TestIndigo,Kolkata,Nagpur
5346,TestIndigo,Mumbai,Aurangabad
7152,TestIndigo,Hyderabad,Madurai
7152,TestIndigo,Hyderabad,Madurai
239,TestIndigo,Mumbai,Madurai
7214,TestIndigo,Bengaluru,Madurai
7216,TestIndigo,Chennai,Madurai
7193,TestIndigo,Chennai,Madurai
7197,TestIndigo,Chennai,Madurai
7193,TestIndigo,Chennai,Madurai
7216,TestIndigo,Chennai,Madurai
618,TestIndigo,Hyderabad,Bagdogra
254,TestIndigo,Mumbai,Bagdogra
254,TestIndigo,Mumbai,Bagdogra
254,TestIndigo,Mumbai,Bagdogra
6443,TestIndigo,Bengaluru,Bagdogra
443,TestIndigo,Bengaluru,Bagdogra
443,TestIndigo,Bengaluru,Bagdogra
443,TestIndigo,Bengaluru,Bagdogra
443,TestIndigo,Bengaluru,Bagdogra
6443,TestIndigo,Bengaluru,Bagdogra
6443,TestIndigo,Bengaluru,Bagdogra
447,TestIndigo,Kolkata,Bagdogra
557,TestIndigo,Kolkata,Bagdogra
557,TestIndigo,Kolkata,Bagdogra
557,TestIndigo,Kolkata,Bagdogra
5401,TestIndigo,Kolkata,Bagdogra
6401,TestIndigo,Kolkata,Bagdogra
6401,TestIndigo,Kolkata,Bagdogra
7713,TestIndigo,Kolkata,Gaya
7713,TestIndigo,Kolkata,Gaya
7713,TestIndigo,Kolkata,Gaya
331,TestIndigo,Kolkata,Dimapur
488,TestIndigo,Hyderabad,Lucknow
732,TestIndigo,Hyderabad,Lucknow
866,TestIndigo,Hyderabad,Lucknow
6612,TestIndigo,Delhi,Lucknow
634,TestIndigo,Delhi,Lucknow
634,TestIndigo,Delhi,Lucknow
634,TestIndigo,Delhi,Lucknow
943,TestIndigo,Delhi,Lucknow
519,TestIndigo,Delhi,Lucknow
519,TestIndigo,Delhi,Lucknow
528,TestIndigo,Delhi,Lucknow
528,TestIndigo,Delhi,Lucknow
6528,TestIndigo,Delhi,Lucknow
6612,TestIndigo,Delhi,Lucknow
634,TestIndigo,Delhi,Lucknow
528,TestIndigo,Delhi,Lucknow
528,TestIndigo,Delhi,Lucknow
669,TestIndigo,Kochi,Lucknow
669,TestIndigo,Kochi,Lucknow
669,TestIndigo,Kochi,Lucknow
5011,TestIndigo,Mumbai,Lucknow
5011,TestIndigo,Mumbai,Lucknow
5011,TestIndigo,Mumbai,Lucknow
5317,TestIndigo,Mumbai,Lucknow
5341,TestIndigo,Mumbai,Lucknow
6446,TestIndigo,Mumbai,Lucknow
6446,TestIndigo,Mumbai,Lucknow
6232,TestIndigo,Patna,Lucknow
633,TestIndigo,Patna,Lucknow
339,TestIndigo,Patna,Lucknow
935,TestIndigo,Ahmedabad,Lucknow
935,TestIndigo,Ahmedabad,Lucknow
812,TestIndigo,Bengaluru,Lucknow
903,TestIndigo,Bengaluru,Lucknow
163,TestIndigo,Bengaluru,Lucknow
163,TestIndigo,Bengaluru,Lucknow
163,TestIndigo,Bengaluru,Lucknow
449,TestIndigo,Bengaluru,Lucknow
847,TestIndigo,Bengaluru,Lucknow
847,TestIndigo,Bengaluru,Lucknow
903,TestIndigo,Bengaluru,Lucknow
196,TestIndigo,Bengaluru,Lucknow
395,TestIndigo,Raipur,Lucknow
882,TestIndigo,Pune,Lucknow
836,TestIndigo,Pune,Lucknow
836,TestIndigo,Pune,Lucknow
971,TestIndigo,Goa,Lucknow
971,TestIndigo,Goa,Lucknow
589,TestIndigo,Goa,Lucknow
589,TestIndigo,Goa,Lucknow
589,TestIndigo,Goa,Lucknow
589,TestIndigo,Goa,Lucknow
589,TestIndigo,Goa,Lucknow
6256,TestIndigo,Kolkata,Lucknow
6256,TestIndigo,Kolkata,Lucknow
6256,TestIndigo,Kolkata,Lucknow
6256,TestIndigo,Kolkata,Lucknow
856,TestIndigo,Kolkata,Lucknow
844,TestIndigo,Kolkata,Lucknow
844,TestIndigo,Kolkata,Lucknow
261,TestIndigo,Hyderabad,Kochi
717,TestIndigo,Hyderabad,Kochi
6645,TestIndigo,Hyderabad,Kochi
261,TestIndigo,Hyderabad,Kochi
645,TestIndigo,Hyderabad,Kochi
645,TestIndigo,Hyderabad,Kochi
645,TestIndigo,Hyderabad,Kochi
837,TestIndigo,Thiruvananthapuram,Kochi
7262,TestIndigo,Thiruvananthapuram,Kochi
7266,TestIndigo,Thiruvananthapuram,Kochi
315,TestIndigo,Delhi,Kochi
6193,TestIndigo,Delhi,Kochi
359,TestIndigo,Delhi,Kochi
6193,TestIndigo,Delhi,Kochi
583,TestIndigo,Bhubaneswar,Kochi
7264,TestIndigo,Calicut,Kochi
817,TestIndigo,Nagpur,Kochi
677,TestIndigo,Lucknow,Kochi
677,TestIndigo,Lucknow,Kochi
6834,TestIndigo,Mumbai,Kochi
6343,TestIndigo,Mumbai,Kochi
6343,TestIndigo,Mumbai,Kochi
185,TestIndigo,Mumbai,Kochi
542,TestIndigo,Visakhapatnam,Kochi
3182,TestIndigo,Ahmedabad,Kochi
667,TestIndigo,Ahmedabad,Kochi
544,TestIndigo,Ahmedabad,Kochi
657,TestIndigo,Jaipur,Kochi
6505,TestIndigo,Bengaluru,Kochi
6505,TestIndigo,Bengaluru,Kochi
6169,TestIndigo,Indore,Kochi
6169,TestIndigo,Indore,Kochi
338,TestIndigo,Pune,Kochi
338,TestIndigo,Pune,Kochi
784,TestIndigo,Guwahati,Kochi
298,TestIndigo,Chennai,Kochi
137,TestIndigo,Chennai,Kochi
6172,TestIndigo,Chennai,Kochi
298,TestIndigo,Chennai,Kochi
563,TestIndigo,Chennai,Kochi
563,TestIndigo,Chennai,Kochi
274,TestIndigo,Chennai,Kochi
274,TestIndigo,Chennai,Kochi
7996,TestIndigo,Hubli,Kochi
7996,TestIndigo,Hubli,Kochi
7255,TestIndigo,Kannur,Kochi
7164,TestIndigo,Tiruchirappalli,Kochi
901,TestIndigo,Goa,Kochi
901,TestIndigo,Goa,Kochi
6248,TestIndigo,Kolkata,Kochi
227,TestIndigo,Kolkata,Kochi
263,TestIndigo,Hyderabad,Mumbai
428,TestIndigo,Hyderabad,Mumbai
235,TestIndigo,Hyderabad,Mumbai
247,TestIndigo,Hyderabad,Mumbai
711,TestIndigo,Hyderabad,Mumbai
342,TestIndigo,Hyderabad,Mumbai
263,TestIndigo,Hyderabad,Mumbai
428,TestIndigo,Hyderabad,Mumbai
235,TestIndigo,Hyderabad,Mumbai
247,TestIndigo,Hyderabad,Mumbai
232,TestIndigo,Thiruvananthapuram,Mumbai
232,TestIndigo,Thiruvananthapuram,Mumbai
223,TestIndigo,Delhi,Mumbai
755,TestIndigo,Delhi,Mumbai
185,TestIndigo,Delhi,Mumbai
155,TestIndigo,Delhi,Mumbai
155,TestIndigo,Delhi,Mumbai
155,TestIndigo,Delhi,Mumbai
171,TestIndigo,Delhi,Mumbai
993,TestIndigo,Delhi,Mumbai
5016,TestIndigo,Varanasi,Mumbai
579,TestIndigo,Varanasi,Mumbai
439,TestIndigo,Varanasi,Mumbai
6404,TestIndigo,Nagpur,Mumbai
297,TestIndigo,Nagpur,Mumbai
472,TestIndigo,Nagpur,Mumbai
6936,TestIndigo,Nagpur,Mumbai
404,TestIndigo,Nagpur,Mumbai
404,TestIndigo,Nagpur,Mumbai
6936,TestIndigo,Nagpur,Mumbai
289,TestIndigo,Madurai,Mumbai
289,TestIndigo,Madurai,Mumbai
5342,TestIndigo,Lucknow,Mumbai
5342,TestIndigo,Lucknow,Mumbai
5012,TestIndigo,Lucknow,Mumbai
5318,TestIndigo,Lucknow,Mumbai
339,TestIndigo,Lucknow,Mumbai
184,TestIndigo,Kochi,Mumbai
215,TestIndigo,Kochi,Mumbai
238,TestIndigo,Visakhapatnam,Mumbai
5374,TestIndigo,Patna,Mumbai
403,TestIndigo,Ahmedabad,Mumbai
214,TestIndigo,Ahmedabad,Mumbai
214,TestIndigo,Ahmedabad,Mumbai
218,TestIndigo,Jaipur,Mumbai
218,TestIndigo,Jaipur,Mumbai
482,TestIndigo,Bengaluru,Mumbai
424,TestIndigo,Bengaluru,Mumbai
361,TestIndigo,Bengaluru,Mumbai
361,TestIndigo,Bengaluru,Mumbai
3794,TestIndigo,Bengaluru,Mumbai
849,TestIndigo,Bengaluru,Mumbai
456,TestIndigo,Bengaluru,Mumbai
482,TestIndigo,Bengaluru,Mumbai
5316,TestIndigo,Ranchi,Mumbai
5316,TestIndigo,Ranchi,Mumbai
5316,TestIndigo,Ranchi,Mumbai
587,TestIndigo,Indore,Mumbai
192,TestIndigo,Vadodara,Mumbai
5915,TestIndigo,Allahabad,Mumbai
465,TestIndigo,Raipur,Mumbai
748,TestIndigo,Udaipur,Mumbai
748,TestIndigo,Udaipur,Mumbai
753,TestIndigo,Udaipur,Mumbai
753,TestIndigo,Udaipur,Mumbai
654,TestIndigo,Chennai,Mumbai
387,TestIndigo,Chennai,Mumbai
654,TestIndigo,Chennai,Mumbai
495,TestIndigo,Chennai,Mumbai
495,TestIndigo,Chennai,Mumbai
983,TestIndigo,Surat,Mumbai
983,TestIndigo,Surat,Mumbai
983,TestIndigo,Bhopal,Mumbai
6459,TestIndigo,Kolkata,Mumbai
6459,TestIndigo,Kolkata,Mumbai
5327,TestIndigo,Kolkata,Mumbai
5353,TestIndigo,Kolkata,Mumbai
318,TestIndigo,Kolkata,Mumbai
496,TestIndigo,Kolkata,Mumbai
961,TestIndigo,Kolkata,Mumbai
318,TestIndigo,Kolkata,Mumbai
496,TestIndigo,Kolkata,Mumbai
559,TestIndigo,Srinagar,Mumbai
6284,TestIndigo,Mangalore,Mumbai
6284,TestIndigo,Mangalore,Mumbai
7262,TestIndigo,Kolkata,Shillong
7991,TestIndigo,Hyderabad,Kolhapur
7994,TestIndigo,Hyderabad,Kolhapur
6211,TestIndigo,Hyderabad,Visakhapatnam
6211,TestIndigo,Hyderabad,Visakhapatnam
2719,TestIndigo,Delhi,Visakhapatnam
2719,TestIndigo,Delhi,Visakhapatnam
237,TestIndigo,Mumbai,Visakhapatnam
237,TestIndigo,Mumbai,Visakhapatnam
288,TestIndigo,Bengaluru,Visakhapatnam
288,TestIndigo,Bengaluru,Visakhapatnam
409,TestIndigo,Bengaluru,Visakhapatnam
288,TestIndigo,Bengaluru,Visakhapatnam
288,TestIndigo,Bengaluru,Visakhapatnam
557,TestIndigo,Chennai,Visakhapatnam
255,TestIndigo,Chennai,Visakhapatnam
493,TestIndigo,Chennai,Visakhapatnam
6956,TestIndigo,Kolkata,Visakhapatnam
139,TestIndigo,Kolkata,Visakhapatnam
104,TestIndigo,Hyderabad,Amritsar
104,TestIndigo,Hyderabad,Amritsar
104,TestIndigo,Hyderabad,Amritsar
104,TestIndigo,Hyderabad,Amritsar
104,TestIndigo,Hyderabad,Amritsar
2524,TestIndigo,Delhi,Amritsar
5016,TestIndigo,Delhi,Amritsar
6262,TestIndigo,Mumbai,Amritsar
6262,TestIndigo,Mumbai,Amritsar
6262,TestIndigo,Mumbai,Amritsar
3514,TestIndigo,Bengaluru,Amritsar
3512,TestIndigo,Bengaluru,Amritsar
477,TestIndigo,Bengaluru,Amritsar
894,TestIndigo,Guwahati,Amritsar
5925,TestIndigo,Kolkata,Amritsar
5925,TestIndigo,Kolkata,Amritsar
5925,TestIndigo,Kolkata,Amritsar
434,TestIndigo,Hyderabad,Imphal
434,TestIndigo,Hyderabad,Imphal
968,TestIndigo,Bengaluru,Imphal
852,TestIndigo,Bengaluru,Imphal
6213,TestIndigo,Chennai,Imphal
6323,TestIndigo,Kolkata,Imphal
6323,TestIndigo,Kolkata,Imphal
6523,TestIndigo,Kolkata,Imphal
6523,TestIndigo,Kolkata,Imphal
6523,TestIndigo,Kolkata,Imphal
6523,TestIndigo,Kolkata,Imphal
7118,TestIndigo,Hyderabad,Rajahmundry
7241,TestIndigo,Hyderabad,Rajahmundry
7118,TestIndigo,Hyderabad,Rajahmundry
7243,TestIndigo,Hyderabad,Rajahmundry
982,TestIndigo,Hyderabad,Patna
494,TestIndigo,Delhi,Patna
581,TestIndigo,Delhi,Patna
494,TestIndigo,Delhi,Patna
6133,TestIndigo,Lucknow,Patna
6133,TestIndigo,Lucknow,Patna
5373,TestIndigo,Mumbai,Patna
5373,TestIndigo,Mumbai,Patna
5373,TestIndigo,Mumbai,Patna
216,TestIndigo,Bengaluru,Patna
902,TestIndigo,Bengaluru,Patna
902,TestIndigo,Bengaluru,Patna
704,TestIndigo,Bengaluru,Patna
6325,TestIndigo,Ranchi,Patna
441,TestIndigo,Chennai,Patna
441,TestIndigo,Chennai,Patna
441,TestIndigo,Chennai,Patna
6527,TestIndigo,Kolkata,Patna
6527,TestIndigo,Kolkata,Patna
6527,TestIndigo,Kolkata,Patna
6105,TestIndigo,Kolkata,Patna
6105,TestIndigo,Kolkata,Patna
688,TestIndigo,Kolkata,Patna
688,TestIndigo,Kolkata,Patna
339,TestIndigo,Kolkata,Patna
339,TestIndigo,Kolkata,Patna
688,TestIndigo,Kolkata,Patna
688,TestIndigo,Kolkata,Patna
247,TestIndigo,Mumbai,Jodhpur
434,TestIndigo,Hyderabad,Dehradun
545,TestIndigo,Delhi,Dehradun
966,TestIndigo,Delhi,Dehradun
966,TestIndigo,Delhi,Dehradun
545,TestIndigo,Delhi,Dehradun
246,TestIndigo,Delhi,Dehradun
732,TestIndigo,Lucknow,Dehradun
533,TestIndigo,Mumbai,Dehradun
533,TestIndigo,Mumbai,Dehradun
533,TestIndigo,Mumbai,Dehradun
533,TestIndigo,Mumbai,Dehradun
3512,TestIndigo,Bengaluru,Dehradun
6133,TestIndigo,Bengaluru,Dehradun
6512,TestIndigo,Bengaluru,Dehradun
852,TestIndigo,Bengaluru,Dehradun
6123,TestIndigo,Kolkata,Dehradun
6123,TestIndigo,Kolkata,Dehradun
368,TestIndigo,Bengaluru,Port Blair
282,TestIndigo,Kolkata,Port Blair
282,TestIndigo,Kolkata,Port Blair
972,TestIndigo,Kolkata,Port Blair
972,TestIndigo,Kolkata,Port Blair
883,TestIndigo,Hyderabad,Ahmedabad
883,TestIndigo,Hyderabad,Ahmedabad
995,TestIndigo,Hyderabad,Ahmedabad
719,TestIndigo,Hyderabad,Ahmedabad
995,TestIndigo,Hyderabad,Ahmedabad
625,TestIndigo,Delhi,Ahmedabad
517,TestIndigo,Delhi,Ahmedabad
153,TestIndigo,Delhi,Ahmedabad
658,TestIndigo,Delhi,Ahmedabad
658,TestIndigo,Delhi,Ahmedabad
607,TestIndigo,Delhi,Ahmedabad
625,TestIndigo,Delhi,Ahmedabad
6373,TestIndigo,Delhi,Ahmedabad
625,TestIndigo,Delhi,Ahmedabad
6373,TestIndigo,Delhi,Ahmedabad
658,TestIndigo,Delhi,Ahmedabad
658,TestIndigo,Delhi,Ahmedabad
607,TestIndigo,Delhi,Ahmedabad
607,TestIndigo,Delhi,Ahmedabad
607,TestIndigo,Delhi,Ahmedabad
6536,TestIndigo,Varanasi,Ahmedabad
721,TestIndigo,Varanasi,Ahmedabad
645,TestIndigo,Varanasi,Ahmedabad
936,TestIndigo,Bhubaneswar,Ahmedabad
6801,TestIndigo,Bhubaneswar,Ahmedabad
6801,TestIndigo,Bhubaneswar,Ahmedabad
159,TestIndigo,Nagpur,Ahmedabad
142,TestIndigo,Lucknow,Ahmedabad
142,TestIndigo,Lucknow,Ahmedabad
142,TestIndigo,Lucknow,Ahmedabad
142,TestIndigo,Lucknow,Ahmedabad
142,TestIndigo,Lucknow,Ahmedabad
142,TestIndigo,Lucknow,Ahmedabad
142,TestIndigo,Lucknow,Ahmedabad
121,TestIndigo,Lucknow,Ahmedabad
936,TestIndigo,Lucknow,Ahmedabad
936,TestIndigo,Lucknow,Ahmedabad
6053,TestIndigo,Lucknow,Ahmedabad
668,TestIndigo,Kochi,Ahmedabad
6331,TestIndigo,Mumbai,Ahmedabad
6342,TestIndigo,Mumbai,Ahmedabad
213,TestIndigo,Mumbai,Ahmedabad
639,TestIndigo,Mumbai,Ahmedabad
361,TestIndigo,Mumbai,Ahmedabad
215,TestIndigo,Mumbai,Ahmedabad
5303,TestIndigo,Mumbai,Ahmedabad
6852,TestIndigo,Patna,Ahmedabad
238,TestIndigo,Jaipur,Ahmedabad
238,TestIndigo,Jaipur,Ahmedabad
6806,TestIndigo,Jaipur,Ahmedabad
238,TestIndigo,Jaipur,Ahmedabad
238,TestIndigo,Jaipur,Ahmedabad
164,TestIndigo,Bengaluru,Ahmedabad
697,TestIndigo,Bengaluru,Ahmedabad
697,TestIndigo,Bengaluru,Ahmedabad
6779,TestIndigo,Bengaluru,Ahmedabad
586,TestIndigo,Bengaluru,Ahmedabad
287,TestIndigo,Bengaluru,Ahmedabad
586,TestIndigo,Bengaluru,Ahmedabad
287,TestIndigo,Bengaluru,Ahmedabad
6779,TestIndigo,Bengaluru,Ahmedabad
287,TestIndigo,Bengaluru,Ahmedabad
287,TestIndigo,Bengaluru,Ahmedabad
6904,TestIndigo,Indore,Ahmedabad
164,TestIndigo,Raipur,Ahmedabad
6056,TestIndigo,Chandigarh,Ahmedabad
6056,TestIndigo,Chandigarh,Ahmedabad
6056,TestIndigo,Chandigarh,Ahmedabad
673,TestIndigo,Pune,Ahmedabad
352,TestIndigo,Pune,Ahmedabad
352,TestIndigo,Pune,Ahmedabad
673,TestIndigo,Pune,Ahmedabad
673,TestIndigo,Pune,Ahmedabad
244,TestIndigo,Chennai,Ahmedabad
244,TestIndigo,Chennai,Ahmedabad
244,TestIndigo,Chennai,Ahmedabad
244,TestIndigo,Chennai,Ahmedabad
948,TestIndigo,Goa,Ahmedabad
948,TestIndigo,Goa,Ahmedabad
162,TestIndigo,Goa,Ahmedabad
162,TestIndigo,Goa,Ahmedabad
162,TestIndigo,Goa,Ahmedabad
202,TestIndigo,Kolkata,Ahmedabad
202,TestIndigo,Kolkata,Ahmedabad
6372,TestIndigo,Kolkata,Ahmedabad
6674,TestIndigo,Kolkata,Ahmedabad
362,TestIndigo,Kolkata,Ahmedabad
754,TestIndigo,Kolkata,Ahmedabad
754,TestIndigo,Kolkata,Ahmedabad
754,TestIndigo,Kolkata,Ahmedabad
754,TestIndigo,Kolkata,Ahmedabad
202,TestIndigo,Kolkata,Ahmedabad
202,TestIndigo,Kolkata,Ahmedabad
913,TestIndigo,Hyderabad,Jaipur
913,TestIndigo,Hyderabad,Jaipur
467,TestIndigo,Hyderabad,Jaipur
467,TestIndigo,Hyderabad,Jaipur
915,TestIndigo,Hyderabad,Jaipur
638,TestIndigo,Hyderabad,Jaipur
638,TestIndigo,Hyderabad,Jaipur
638,TestIndigo,Hyderabad,Jaipur
6638,TestIndigo,Hyderabad,Jaipur
6638,TestIndigo,Hyderabad,Jaipur
736,TestIndigo,Delhi,Jaipur
652,TestIndigo,Kochi,Jaipur
652,TestIndigo,Kochi,Jaipur
5344,TestIndigo,Mumbai,Jaipur
6998,TestIndigo,Mumbai,Jaipur
6348,TestIndigo,Mumbai,Jaipur
6348,TestIndigo,Mumbai,Jaipur
207,TestIndigo,Mumbai,Jaipur
998,TestIndigo,Mumbai,Jaipur
998,TestIndigo,Mumbai,Jaipur
998,TestIndigo,Mumbai,Jaipur
164,TestIndigo,Bengaluru,Jaipur
164,TestIndigo,Bengaluru,Jaipur
641,TestIndigo,Bengaluru,Jaipur
415,TestIndigo,Bengaluru,Jaipur
641,TestIndigo,Bengaluru,Jaipur
838,TestIndigo,Bengaluru,Jaipur
838,TestIndigo,Bengaluru,Jaipur
442,TestIndigo,Chennai,Jaipur
442,TestIndigo,Chennai,Jaipur
442,TestIndigo,Chennai,Jaipur
415,TestIndigo,Kolkata,Jaipur
415,TestIndigo,Kolkata,Jaipur
449,TestIndigo,Kolkata,Jaipur
